No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM3761493204,1,Etching,151.390186,1464.744589,3644.973454,5695.021157,72.436012,50.551563,1.014027,29,52,25-02-2026
NOLSM786000103,2,Etching,207.190405,1471.797848,3656.120265,5695.942946,71.92574,50.491664,1.01218,29,53,25-02-2026
NOLSM833686003,3,Etching,211.991839,1596.778162,3645.843789,5713.017364,71.385051,50.210426,1.005008,29,54,25-02-2026
NOLSM05914728680,3,Etching,466.766302,1636.056801,3635.958424,5723.995528,71.300031,51.380146,1.010008,9,1,25-02-2026
NOLSM233697949622,2,Etching,248.304178,1628.1158,3643.994228,5706.962907,72.6597,51.996725,1.028073,9,2,25-02-2026
NOLSM3547449146,1,Etching,399.224091,1392.890408,3703.118126,5717.080331,71.870962,51.123903,1.028972,9,3,25-02-2026
NOLSM564839077,1,Etching,465.190406,1526.272606,3661.076703,5701.033011,71.037584,51.659361,1.050914,9,4,25-02-2026
NOLSM280776439,2,Etching,484.265102,1574.589666,3659.092432,5693.022041,72.587461,51.411112,1.046774,9,5,25-02-2026
NOLSM995043368,3,Etching,488.32225,1654.281938,3659.013606,5723.966028,70.285212,51.830295,1.032156,9,6,25-02-2026
NOLSM7451241235,3,Etching,367.864109,1464.313916,3655.001083,5731.075218,71.403073,51.158808,1.021937,9,7,25-02-2026
NOLSM931446034770,1,Etching,250.648096,1520.602392,3645.142811,5724.968304,71.880244,51.542943,1.031979,9,8,25-02-2026
NOLSM900118320158,1,Etching,411.985408,1705.516163,3637.988991,5709.039273,71.415636,51.123692,1.027861,9,9,25-02-2026
NOLSM348673754652,2,Etching,318.847312,1456.821034,3662.996526,5724.084748,69.844207,51.57573,1.042044,9,10,25-02-2026
NOLSM863641567576,3,Etching,150.029934,1439.497954,3670.941975,5704.006925,69.274844,50.84508,1.050104,9,11,25-02-2026
NOLSM585362409,3,Etching,565.886001,1478.471094,3674.060235,5746.068329,71.32532,50.630072,1.062146,9,12,25-02-2026
NOLSM7889134205,2,Etching,340.98177,1580.797616,3649.974424,5723.058886,72.201849,50.873136,1.047099,9,13,25-02-2026
NOLSM180869157,1,Etching,287.585618,1545.03398,3671.039284,5700.900522,71.540049,50.570775,1.026004,9,14,25-02-2026
NOLSM452152107,1,Etching,433.615887,1532.899668,3642.987767,5692.04815,71.881359,51.452666,1.023129,9,15,25-02-2026
NOLSM45261614,2,Etching,222.882407,1520.08281,3677.076826,5714.943284,70.913048,51.238136,1.03397,9,16,25-02-2026
NOLSM2302894712,3,Etching,452.754067,1352.573614,3672.968812,5704.028152,70.639434,50.979729,1.023045,9,17,25-02-2026
NOLSM386039559,3,Etching,435.947602,1596.583265,3626.978644,5698.064484,70.332798,50.779172,1.007993,9,18,25-02-2026
NOLSM212822012175,2,Etching,208.902857,1398.29718,3653.044739,5718.051327,71.724143,49.599556,1.046041,9,19,25-02-2026
NOLSM51526282,1,Etching,379.39433,1475.14546,3652.062114,5709.998912,72.331103,51.125899,1.039941,9,20,25-02-2026
NOLSM37178759060,1,Etching,147.582241,1454.593962,3723.049795,5718.983963,71.238433,50.983968,0.989795,9,21,25-02-2026
NOLSM712204494,2,Etching,384.885841,1517.118036,3681.027849,5693.117418,69.676693,51.512511,1.04713,9,22,25-02-2026
NOLSM855249621424,3,Etching,329.306093,1460.208794,3659.021998,5729.141888,71.412173,50.323921,1.026864,9,23,25-02-2026
NOLSM90394110,2,Etching,225.887526,1495.520987,3632.985055,5699.032478,69.703504,50.758919,1.031072,9,24,25-02-2026
NOLSM213024903,1,Etching,181.904081,1584.063468,3656.136063,5705.832372,70.402289,52.377239,1.022233,9,25,25-02-2026
NOLSM66581977935,1,Etching,300.771962,1428.936486,3671.972558,5693.89646,70.660723,51.471194,1.025938,9,26,25-02-2026
NOLSM5402671234,2,Etching,495.531904,1385.272674,3691.044297,5720.971917,68.918404,52.141887,1.057046,9,27,25-02-2026
NOLSM4771538917,1,Etching,308.542674,1423.325285,3665.037985,5722.074366,71.690462,50.540625,1.014004,29,1,25-02-2026
NOLSM59012849,1,Etching,316.197424,1471.817525,3662.861519,5701.004728,72.075975,50.80701,1.02,29,2,25-02-2026
NOLSM194402489,2,Etching,309.123779,1464.074708,3665.971886,5711.134441,72.197632,50.811277,1.020027,29,3,25-02-2026
NOLSM70850746,3,Etching,316.638781,1440.376126,3663.126308,5733.042019,71.265596,50.827674,1.021127,29,4,25-02-2026
NOLSM7816151951,3,Etching,522.936165,1614.381967,3682.035781,5729.056814,71.673952,50.760144,1.018944,29,5,25-02-2026
NOLSM62354385,2,Etching,103.487098,1278.210075,3609.163082,5690.857745,68.656638,50.200094,1.005141,29,6,25-02-2026
NOLSM567789296,1,Etching,110.508427,1282.646492,3612.970888,5679.002792,69.116729,50.388877,1.010011,29,7,25-02-2026
NOLSM73452494,1,Etching,146.977749,1408.410365,3632.02054,5696.043216,71.004807,50.544362,1.013945,29,8,25-02-2026
NOLSM22060638,2,Etching,159.308852,1328.059779,3632.064044,5685.986795,70.906187,50.319597,1.007813,29,9,25-02-2026
NOLSM689505037449,3,Etching,164.115251,1381.063632,3648.95368,5738.949702,72.355672,49.96564,0.999019,29,10,25-02-2026
NOLSM7704470668,3,Etching,106.943772,1381.27509,3643.966619,5724.029499,72.010343,49.898714,0.997949,29,11,25-02-2026
NOLSM230692227,2,Etching,186.573813,1294.530357,3632.898522,5725.961927,70.860782,49.897798,0.997964,29,12,25-02-2026
NOLSM91990858,1,Etching,128.636044,1344.61407,3638.971864,5699.976116,71.522139,50.298019,1.007036,29,13,25-02-2026
NOLSM072070708,1,Etching,178.614599,1376.195767,3644.021532,5687.97135,71.177783,50.04331,1.000937,29,14,25-02-2026
NOLSM82345835,2,Etching,210.143305,1384.323925,3643.160472,5689.077083,71.594077,50.411861,1.010011,29,15,25-02-2026
NOLSM017396388375,3,Etching,191.229355,1482.363595,3647.05458,5711.103256,71.731413,50.827587,1.020987,29,16,25-02-2026
NOLSM60278200,2,Etching,213.365553,1384.040843,3643.882428,5730.087408,71.296533,50.375126,1.009117,29,17,25-02-2026
NOLSM055366804926,1,Etching,173.694834,1473.682911,3647.020941,5736.783362,71.482657,50.825755,1.021022,29,18,25-02-2026
NOLSM30091107559,1,Etching,178.808921,1370.548161,3647.934815,5739.983246,72.150816,50.84425,1.021026,29,19,25-02-2026
NOLSM843570678,2,Etching,182.630798,1272.312174,3638.896513,5714.054741,71.525877,50.971931,1.023962,29,20,25-02-2026
NOLSM7621233563,3,Etching,141.108844,1408.303018,3641.099852,5726.984867,71.301124,50.741082,1.019007,29,21,25-02-2026
NOLSM585209949,3,Etching,175.608572,1361.955073,3642.991849,5721.035828,71.423237,50.831852,1.021118,29,22,25-02-2026
NOLSM279012274,1,Etching,222.669483,1360.502077,3644.950536,5730.992232,71.494468,50.799436,1.020042,29,23,25-02-2026
NOLSM5138344975,1,Etching,106.925277,1521.062578,3639.117749,5697.944599,71.521826,50.663684,1.017105,29,24,25-02-2026
NOLSM654426946,3,Etching,338.900921,1464.286805,3656.917869,5695.058512,72.441433,50.549564,1.014105,29,25,25-02-2026
NOLSM874157673,3,Etching,321.647421,1470.619976,3660.947659,5695.924769,71.921038,50.48741,1.012014,29,26,25-02-2026
NOLSM6146031506,2,Etching,328.4339,1596.273516,3657.152499,5712.966295,71.386317,50.208269,1.005128,29,27,25-02-2026
NOLSM0761628746,1,Etching,254.578679,1497.019091,3676.07838,5745.015296,70.739482,50.264531,1.032939,10,28,26-02-2026
NOLSM0017048816,2,Etching,430.854956,1711.527066,3629.03462,5691.90375,71.555109,50.750737,1.034058,10,29,26-02-2026
NOLSM0258916312,3,Etching,524.614602,1370.500918,3670.104429,5715.008275,72.093462,51.330004,1.026141,10,30,26-02-2026
NOLSM879833871,1,Etching,218.13929,1304.825921,3653.990076,5718.995876,70.831856,51.550663,1.055917,10,31,26-02-2026
NOLSM88744243,2,Etching,128.711523,1512.682614,3634.884761,5726.963125,70.159136,51.009241,1.03204,10,32,26-02-2026
NOLSM89325046,3,Etching,307.716091,1592.142053,3680.002288,5708.989062,72.306068,51.205268,1.03195,10,33,26-02-2026
NOLSM985177000,1,Etching,311.584553,1574.981959,3656.894889,5694.97548,69.556585,52.07388,1.022129,10,34,26-02-2026
NOLSM33709208986,2,Etching,330.434283,1426.049844,3665.037855,5690.929112,71.335517,50.983453,1.023048,10,35,26-02-2026
NOLSM704102601132,3,Etching,416.573341,1343.73398,3657.172992,5693.962925,72.282572,50.601803,1.045076,10,36,26-02-2026
NOLSM9426432310,1,Etching,316.803534,1473.642019,3640.998909,5728.002061,70.405532,52.138104,1.041946,10,37,26-02-2026
NOLSM1001848750,2,Etching,477.363363,1466.750142,3660.000663,5722.101903,71.465248,51.642424,1.020981,10,38,26-02-2026
NOLSM406977614,3,Etching,478.724996,1517.641699,3666.051017,5696.934124,71.030366,50.863582,1.062816,10,39,26-02-2026
NOLSM49837715419,1,Etching,419.229806,1471.947542,3658.077492,5726.947077,71.135821,51.032579,1.023887,10,40,26-02-2026
NOLSM60890467131,2,Etching,314.184423,1683.062757,3651.149054,5731.975415,71.235661,51.881616,1.030048,10,41,26-02-2026
NOLSM55133012475,3,Etching,339.758079,1458.158413,3644.060207,5709.118855,71.252791,50.238106,1.026035,10,42,26-02-2026
NOLSM5659502633,1,Etching,461.29829,1387.138601,3687.199307,5714.936134,71.1682,52.001943,1.044889,10,43,26-02-2026
NOLSM18253085,2,Etching,231.980685,1554.075654,3679.970472,5691.883422,71.155439,51.442584,1.032011,10,44,26-02-2026
NOLSM651133276,3,Etching,408.803762,1568.346569,3674.998863,5721.033212,71.195192,50.177046,1.028005,10,45,26-02-2026
NOLSM298412731,1,Etching,317.033265,1499.965187,3663.972097,5707.012269,71.178484,50.50598,1.04816,10,46,26-02-2026
NOLSM576318384,2,Etching,291.67742,1379.268024,3637.058288,5697.998585,71.290433,50.491824,1.022118,10,47,26-02-2026
NOLSM64156529724,3,Etching,374.697068,1691.619992,3672.188451,5696.000123,71.174904,50.571005,1.036113,10,48,26-02-2026
NOLSM46641466,1,Etching,324.416173,1513.061733,3649.96318,5726.897108,71.167003,50.431336,1.043966,10,49,26-02-2026
NOLSM05243164683,2,Etching,392.111968,1346.827156,3657.029209,5710.021158,71.119328,51.1689,1.041935,10,50,26-02-2026
NOLSM893447336455,3,Etching,423.095914,1306.640113,3632.956177,5702.096746,71.261313,50.634048,1.05005,10,51,26-02-2026
NOLSM59448736784,1,Etching,176.48975,1494.153031,3628.935507,5712.076134,71.395644,52.309356,1.036919,10,52,26-02-2026
NOLSM3959482156,2,Etching,287.605935,1267.854547,3655.00113,5721.061101,71.279781,50.464186,1.026974,10,53,26-02-2026
NOLSM022395405807,3,Etching,352.661621,1416.583744,3667.025317,5713.160113,72.15328,51.298867,1.050059,10,54,26-02-2026
NOLSM8729424835,1,Etching,218.063907,1563.212861,3647.90551,5690.958072,71.359263,50.278282,1.007025,30,28,26-02-2026
NOLSM2477277299,2,Etching,176.924156,1643.075047,3655.072884,5723.976315,71.613742,50.384545,1.009871,30,29,26-02-2026
NOLSM918656707,3,Etching,221.218585,1489.893453,3654.98789,5740.924266,71.968956,50.226601,1.006039,30,30,26-02-2026
NOLSM2533398720,1,Etching,174.35096,1625.129462,3643.083705,5738.143426,71.732301,50.10421,1.002929,30,31,26-02-2026
NOLSM03532775,2,Etching,279.539007,1381.149385,3655.145472,5737.006245,71.841454,49.905196,0.997933,30,32,26-02-2026
NOLSM90750346,3,Etching,239.369134,1456.843066,3645.009489,5693.046886,71.247245,50.161708,1.003916,30,33,26-02-2026
NOLSM59837239,1,Etching,171.776964,1324.273916,3638.1526,5730.996283,70.83484,50.292362,1.006948,30,34,26-02-2026
NOLSM58504845279,2,Etching,172.539229,1436.655178,3654.035316,5708.931984,72.098469,50.279552,1.006883,30,35,26-02-2026
NOLSM3349876488,3,Etching,255.82122,1393.749913,3642.998591,5707.954439,71.333813,50.060665,1.002031,30,36,26-02-2026
NOLSM913704711,1,Etching,172.015339,1374.759707,3640.943894,5718.958628,71.663014,50.076302,1.001874,30,37,26-02-2026
NOLSM798674031228,2,Etching,236.464246,1382.783698,3646.929398,5711.903379,71.727873,50.105397,1.003036,30,38,26-02-2026
NOLSM931226753509,3,Etching,150.227668,1301.701683,3641.017962,5720.842925,71.655847,50.132141,1.003059,30,39,26-02-2026
NOLSM41584312,1,Etching,200.212972,1305.671093,3638.00949,5714.02601,71.267774,50.41632,1.011028,30,40,26-02-2026
NOLSM492650355259,2,Etching,260.09114,1423.527419,3646.901499,5720.032725,71.688858,50.40345,1.010015,30,41,26-02-2026
NOLSM88138379228,3,Etching,180.949053,1431.001353,3646.888937,5711.05973,71.685537,49.649083,0.990899,30,42,26-02-2026
NOLSM9709121275,1,Etching,151.128507,1368.786014,3631.921724,5683.071358,70.707479,49.945234,0.999091,30,43,26-02-2026
NOLSM950209884,2,Etching,184.621126,1401.006784,3642.006462,5694.936516,71.70637,49.913575,0.997964,30,44,26-02-2026
NOLSM88242910917,3,Etching,166.464827,1362.648028,3640.875226,5688.143171,71.167455,49.901025,0.997008,30,45,26-02-2026
NOLSM7266182121,1,Etching,201.915709,1460.230328,3633.951439,5726.058822,70.764502,49.873125,0.996981,30,46,26-02-2026
NOLSM247650900977,2,Etching,177.583419,1246.857676,3628.995622,5705.018622,70.762735,50.454751,1.011099,30,47,26-02-2026
NOLSM08032644304,3,Etching,144.204738,1708.618119,3637.846875,5728.038399,71.373769,50.588049,1.015051,30,48,26-02-2026
NOLSM97170324443,1,Etching,171.802664,1467.596731,3628.02418,5719.88607,70.555313,50.316527,1.007836,30,49,26-02-2026
NOLSM3060160255,2,Etching,139.48483,1465.861904,3633.038659,5696.976804,70.780693,49.883032,0.997154,30,50,26-02-2026
NOLSM1159466479,3,Etching,190.883583,1389.858784,3632.957931,5698.074055,70.252289,50.221686,1.006044,30,51,26-02-2026
NOLSM363440022115,1,Etching,138.563113,1561.238991,3632.912896,5695.924346,71.175094,50.262219,1.006971,30,52,26-02-2026
NOLSM054546025063,2,Etching,176.839582,1664.96415,3634.017071,5727.973644,70.927555,50.793893,1.02,30,53,26-02-2026
NOLSM9807049756,3,Etching,203.667214,1573.732462,3636.997356,5734.928004,71.494711,50.562913,1.01408,30,54,26-02-2026
NOLSM7555471630,3,Etching,253.175007,1497.157233,3675.995362,5745.126404,70.733638,50.263564,1.033032,10,1,26-02-2026
NOLSM423643059560,3,Etching,431.295528,1711.265445,3629.130357,5692.150527,71.547527,50.746206,1.034036,10,2,26-02-2026
NOLSM89513539625,2,Etching,523.976545,1370.960522,3669.945131,5714.945582,72.097728,51.331191,1.02604,10,3,26-02-2026
NOLSM322129028327,1,Etching,218.095995,1305.778567,3653.959707,5719.160229,70.840014,51.54656,1.056088,10,4,26-02-2026
NOLSM40641060,1,Etching,130.268074,1511.682619,3634.957329,5726.960015,70.15831,51.007559,1.0321,10,5,26-02-2026
NOLSM5560615749,3,Etching,308.609014,1590.882993,3679.915937,5708.998399,72.301601,51.208286,1.03202,10,6,26-02-2026
NOLSM7737442688,3,Etching,312.431123,1574.661218,3656.890487,5694.981432,69.554172,52.082252,1.021957,10,7,26-02-2026
NOLSM09403011,2,Etching,329.099733,1426.991931,3665.009183,5691.05734,71.343711,50.986708,1.023082,10,8,26-02-2026
NOLSM71881099817,1,Etching,415.414098,1343.847895,3657.015221,5693.838887,72.282972,50.59997,1.044982,10,9,26-02-2026
NOLSM0091651310,1,Etching,316.524174,1473.715624,3641.008214,5728.131396,70.404454,52.13202,1.041982,10,10,26-02-2026
NOLSM23944697864,3,Etching,477.180241,1465.667903,3659.80969,5721.986136,71.456721,51.646154,1.021036,10,11,26-02-2026
NOLSM79897538,2,Etching,478.284562,1516.93366,3666.038655,5696.918706,71.92635,50.86141,1.063053,10,12,26-02-2026
NOLSM89989225554,1,Etching,418.774396,1473.245954,3658.091241,5726.936768,71.260704,51.034305,1.024018,10,13,26-02-2026
NOLSM163273370861,1,Etching,314.641476,1682.692927,3651.095267,5731.929666,71.240835,51.88594,1.030042,10,14,26-02-2026
NOLSM5745975888,2,Etching,339.10304,1458.290874,3643.926735,5708.938257,71.517654,50.234591,1.025985,10,15,26-02-2026
NOLSM82417355406,3,Etching,461.839462,1387.389222,3686.968696,5715.098553,70.75294,52.003672,1.044849,10,16,26-02-2026
NOLSM709635847,3,Etching,230.89117,1554.317481,3679.914981,5691.908554,70.202992,51.446349,1.032007,10,17,26-02-2026
NOLSM131662600854,2,Etching,407.268195,1568.225816,3674.841745,5720.939716,70.256005,50.17889,1.027977,10,18,26-02-2026
NOLSM550483201236,1,Etching,316.679441,1500.046259,3664.021435,5707.036801,69.548462,50.502107,1.04798,10,19,26-02-2026
NOLSM7856318832,1,Etching,292.168621,1380.153096,3637.091485,5698.124303,70.808433,50.487397,1.021825,10,20,26-02-2026
NOLSM520301279,2,Etching,376.577927,1691.699709,3672.119469,5695.961169,68.721151,50.576151,1.035907,10,21,26-02-2026
NOLSM39861233979,3,Etching,324.464498,1512.35776,3650.04321,5727.033649,70.729859,50.429883,1.04379,10,22,26-02-2026
NOLSM528978423,3,Etching,390.902483,1346.135364,3657.071193,5710.104125,71.417306,51.175175,1.042004,10,23,26-02-2026
NOLSM488265349163,2,Etching,422.266353,1306.85318,3633.117229,5702.073167,71.77119,50.629734,1.050071,10,24,26-02-2026
NOLSM519160694,1,Etching,177.948631,1494.796972,3629.027787,5712.036043,71.622135,52.313982,1.037105,10,25,26-02-2026
NOLSM56086024,1,Etching,287.699555,1267.852701,3654.988566,5721.154387,70.102075,50.466386,1.027072,10,26,26-02-2026
NOLSM10363877408,2,Etching,352.824174,1418.00879,3666.919324,5713.02525,72.14975,51.301687,1.04996,10,27,26-02-2026
NOLSM594972559,1,Etching,362.535571,1563.15186,3657.967535,5691.071705,71.363282,50.276939,1.007032,30,1,26-02-2026
NOLSM6348593789,1,Etching,309.017108,1642.294591,3659.076195,5723.9161,71.623111,50.390263,1.009989,30,2,26-02-2026
NOLSM157407807913,2,Etching,344.77094,1491.119861,3656.026037,5740.831808,71.96168,50.225884,1.00597,30,3,26-02-2026
NOLSM119273692921,3,Etching,378.888946,1625.033653,3662.116738,5738.006948,71.732976,50.102805,1.003022,30,4,26-02-2026
NOLSM550632718772,3,Etching,280.10881,1380.837052,3654.956381,5737.124064,71.833131,49.907001,0.997962,30,5,26-02-2026
NOLSM311354090522,2,Etching,239.175287,1456.130885,3644.856717,5693.025309,71.243485,50.161625,1.004023,30,6,26-02-2026
NOLSM009270938397,1,Etching,171.395864,1324.083488,3638.048692,5731.010557,70.837774,50.289401,1.007088,30,7,26-02-2026
NOLSM6692180631,1,Etching,172.009161,1436.307626,3654.102815,5708.940103,72.08982,50.283087,1.006894,30,8,26-02-2026
NOLSM766497114,3,Etching,257.127846,1393.473491,3643.094771,5707.960709,71.336604,50.062951,1.001916,30,9,26-02-2026
NOLSM53562760,3,Etching,171.273784,1375.000536,3641.128835,5719.037196,71.671845,50.069932,1.002087,30,10,26-02-2026
NOLSM3198607234,2,Etching,236.300441,1382.22849,3647.072448,5712.066462,71.72732,50.103686,1.003004,30,11,26-02-2026
NOLSM59519575,1,Etching,151.834863,1301.086636,3640.911756,5721.220086,71.655146,50.132841,1.003033,30,12,26-02-2026
NOLSM38577629049,1,Etching,199.716121,1305.992655,3637.940953,5713.946433,71.275186,50.42381,1.010962,30,13,26-02-2026
NOLSM191627875,2,Etching,261.182195,1421.708115,3646.849474,5719.985464,71.700759,50.402896,1.009942,30,14,26-02-2026
NOLSM226455807945,3,Etching,180.918929,1431.046152,3647.076751,5710.987552,71.688498,49.642432,0.990943,30,15,26-02-2026
NOLSM25855083,3,Etching,149.509813,1368.143925,3631.901438,5683.115306,70.706198,49.940295,0.99897,30,16,26-02-2026
NOLSM022406035,2,Etching,185.44755,1400.602599,3641.947773,5694.96894,71.713348,49.916316,0.997973,30,17,26-02-2026
NOLSM69623563,1,Etching,165.96186,1362.155331,3640.888865,5687.818243,71.166271,49.889158,0.996978,30,18,26-02-2026
NOLSM888951138,1,Etching,202.05931,1460.010108,3633.91218,5726.066045,70.755873,49.86935,0.996967,30,19,26-02-2026
NOLSM5104799198,3,Etching,178.410556,1246.431897,3629.000154,5704.847533,70.756435,50.449398,1.010953,30,20,26-02-2026
NOLSM72037291635,3,Etching,143.6222,1462.890392,3638.041032,5728.075106,71.390443,50.588679,1.014946,30,21,26-02-2026
NOLSM191891770031,2,Etching,172.09445,1351.423971,3627.971626,5719.736923,70.55195,50.312085,1.008103,30,22,26-02-2026
NOLSM08201746505,1,Etching,139.561603,1388.694544,3633.00485,5697.069199,70.772816,49.882573,0.997061,30,23,26-02-2026
NOLSM6377615565,1,Etching,190.683724,1394.348568,3633.045308,5698.005528,70.245788,50.21524,1.006009,30,24,26-02-2026
NOLSM738722718,2,Etching,137.582913,1382.570528,3633.058143,5696.068645,71.177898,50.258619,1.007166,30,25,26-02-2026
NOLSM52229178792,3,Etching,176.696153,1471.750103,3634.130908,5727.896364,70.92857,50.784981,1.020057,30,26,26-02-2026
NOLSM9135489343,3,Etching,202.60595,1445.131323,3637.006324,5735.08099,71.490128,50.568341,1.013964,30,27,26-02-2026
NOLSM772051127269,1,Etching,398.675317,1662.34159,3691.98371,5726.013434,71.046034,51.919773,1.037105,11,28,27-02-2026
NOLSM870667949,2,Etching,331.127433,1398.334948,3660.895289,5739.99612,69.857779,51.763207,1.031012,11,29,27-02-2026
NOLSM87550533,3,Etching,324.371692,1512.470808,3654.044028,5718.874019,71.155339,50.250375,1.021121,11,30,27-02-2026
