No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM91138617687,1,Photo,1.12247,18.341472,15.020407,19.999006,195.391575,89.999999,495.360755,4062.821304,4885.08659,4.90485,89.516113,29.999941,25,36,21-02-2026
NOLSM0113538355,1,Photo,1.621059,17.214949,15.049267,19.997999,195.728507,90.001001,495.723801,4071.581195,4893.241281,4.888586,89.436218,30.000988,25,37,21-02-2026
NOLSM907252140,1,Photo,1.181503,15.901919,15.164024,20.002026,195.596347,90.000993,495.568507,3985.752976,4889.529099,4.899211,89.565032,30.005031,25,38,21-02-2026
NOLSM62352658,1,Photo,1.226621,16.435564,15.004636,19.996985,196.397411,90.000994,496.363872,3978.96313,4909.302285,4.929871,89.834539,29.990069,25,39,21-02-2026
NOLSM43290226602,1,Photo,1.812788,17.471158,14.979717,20.001023,196.60489,90.000004,496.612222,4056.151006,4914.299885,4.920814,90.028946,29.99695,25,40,21-02-2026
NOLSM786675206008,1,Photo,1.897617,16.165677,14.970108,19.996973,197.544841,90.000997,497.557914,4029.189545,4939.222738,4.946244,90.215761,30.000971,25,41,21-02-2026
NOLSM963506536203,1,Photo,1.719633,16.912407,14.988524,20.002015,197.965601,89.999001,497.977081,3971.206327,4949.777564,4.950673,89.941857,30.000019,25,42,21-02-2026
NOLSM0147033467,1,Photo,0.961242,17.369476,14.937972,20.002003,197.181656,89.999004,497.163623,4035.40468,4930.214334,4.93763,90.125608,30.00402,25,43,21-02-2026
NOLSM62576958,1,Photo,1.485769,16.093898,14.934752,20.001993,197.921753,90.000005,497.916187,3952.498222,4947.55702,4.948595,89.743196,30.005982,25,44,21-02-2026
NOLSM00079621,1,Photo,0.948504,19.023221,15.058551,19.998002,197.143368,89.999999,497.136276,3972.143855,4928.245036,4.929985,90.130818,30.005014,25,45,21-02-2026
NOLSM26975251696,1,Photo,0.837249,18.892233,15.041637,20.004018,197.614211,90.000001,497.626666,4017.097595,4940.608693,4.942896,90.22551,30.009012,25,46,21-02-2026
NOLSM73634692942,1,Photo,1.371633,13.780241,14.97906,20.001011,197.929814,89.999998,497.903395,4073.189825,4948.347401,4.968133,90.819918,30.0,25,47,21-02-2026
NOLSM296088489542,1,Photo,1.928641,18.777701,15.138056,20.005008,199.050214,90.000003,499.039101,4084.629771,4975.914116,4.959045,90.679989,29.994998,25,48,21-02-2026
NOLSM7392578541,1,Photo,1.417843,20.707008,15.010053,20.001004,198.388584,89.998996,498.399317,4045.495158,4959.700747,4.962307,90.669165,30.001028,25,49,21-02-2026
NOLSM811223681,1,Photo,0.679413,11.245198,14.940515,19.997007,198.764473,89.999001,498.762824,4009.963431,4969.691417,4.97145,90.795632,30.001995,25,50,21-02-2026
NOLSM81909786733,1,Photo,0.735275,15.28355,15.08347,20.001965,198.786935,90.001995,498.796756,3975.792574,4969.65204,4.972332,90.745402,30.010978,25,51,21-02-2026
NOLSM171830325671,1,Photo,1.819622,12.456303,15.087941,19.994976,199.466456,89.999996,499.456958,3989.414879,4986.213385,4.984729,91.106103,29.996962,25,52,21-02-2026
NOLSM499623983,1,Photo,1.894145,19.745867,15.094357,20.003017,199.417149,89.998998,499.401399,3988.332564,4984.785472,4.987737,90.964689,30.002993,25,53,21-02-2026
NOLSM1437651298,1,Photo,1.72353,16.042821,14.963935,19.994979,199.434074,90.000003,499.47044,3988.530734,4985.999544,4.982932,91.030392,29.998958,25,54,21-02-2026
NOLSM842175960091,1,Photo,1.314389,18.320907,15.100208,19.99698,201.265855,90.000994,499.686549,3943.603289,5026.349446,5.027401,90.875807,29.995009,5,1,21-02-2026
NOLSM204207582,2,Photo,1.870077,13.10138,15.024793,20.000974,198.841278,89.999006,504.960318,4029.441363,5015.96802,5.038939,92.283274,29.997967,5,2,21-02-2026
NOLSM80257348,2,Photo,1.211934,15.012722,15.000869,20.007011,197.136205,89.998003,496.878146,3964.930085,5077.321005,5.033076,91.337905,29.993007,5,3,21-02-2026
NOLSM66333447816,3,Photo,1.153229,15.267122,14.931315,20.000988,200.817325,89.999003,499.493363,3978.748559,5119.191444,5.071764,90.272066,30.004998,5,4,21-02-2026
NOLSM03961109,3,Photo,1.773702,16.660176,15.044642,20.000996,196.010413,89.999996,502.5689,4049.216664,5022.342535,4.972702,93.444149,30.000994,5,5,21-02-2026
NOLSM685919986,3,Photo,1.48217,13.659311,15.021197,20.00501,198.188009,90.001006,503.238888,4041.856015,4947.722353,4.968379,93.62091,30.001022,5,6,21-02-2026
NOLSM0813832065,1,Photo,1.93718,15.131035,14.978592,19.996018,198.990631,90.001,501.683112,4038.682058,5011.835019,4.960685,93.290606,30.002997,5,7,21-02-2026
NOLSM355359723,1,Photo,0.90726,16.397553,15.105574,19.992996,201.878993,89.998007,499.417146,3942.843917,5020.983396,4.967075,93.292829,30.00198,5,8,21-02-2026
NOLSM039987369,1,Photo,0.707263,11.92688,15.004444,19.996977,202.288376,89.99901,505.713695,4018.592842,5027.807056,4.958635,91.91911,30.004995,5,9,21-02-2026
NOLSM8931941959,2,Photo,2.097024,21.37911,15.056743,20.000981,197.713243,89.999999,502.843365,4126.42884,5006.557772,4.996346,90.559505,29.998958,5,10,21-02-2026
NOLSM53216825,2,Photo,1.731348,15.278597,15.010401,19.996024,204.739816,89.998998,498.883997,4085.781619,4983.770918,4.988152,92.584772,29.998965,5,11,21-02-2026
NOLSM16446838,2,Photo,1.093259,15.296222,15.070699,19.999016,205.222792,89.998999,502.985534,4057.734304,5099.311454,5.100824,91.772507,30.000976,5,12,21-02-2026
NOLSM983218154435,3,Photo,0.947631,13.907172,15.116041,19.998973,199.500487,90.000003,505.050715,4075.085208,4973.771706,4.979703,92.336572,29.992058,5,13,21-02-2026
NOLSM385999295049,3,Photo,1.745594,16.365126,15.025118,19.999962,195.345117,90.000998,499.932294,4029.965504,5083.909877,4.906637,90.964022,29.998965,5,14,21-02-2026
NOLSM7821377232,3,Photo,0.53124,17.276203,14.828542,20.002012,200.63619,89.999002,501.812522,4069.515646,5048.439989,4.927336,94.663468,29.995997,5,15,21-02-2026
NOLSM135421808,1,Photo,0.320704,16.669809,14.999434,19.994005,199.974113,89.999999,501.707227,3982.294456,5045.820255,4.951317,92.260501,29.985972,5,16,21-02-2026
NOLSM65622031,1,Photo,0.669446,14.097932,14.961502,19.99699,198.469696,89.999999,504.788941,4012.578925,5044.611692,5.012913,90.45481,29.998929,5,17,21-02-2026
NOLSM726685070,1,Photo,1.517704,14.453382,14.957078,20.00898,199.452058,90.000994,500.556015,4094.225656,5014.424249,5.071701,93.599794,29.989949,5,18,21-02-2026
NOLSM4786824970,2,Photo,1.413419,12.81865,15.091987,20.001016,201.999956,90.000003,505.05981,4014.663476,4827.315759,4.924965,92.340708,29.995045,5,19,21-02-2026
NOLSM99501419,2,Photo,1.767231,17.165804,14.785618,19.995023,197.56944,90.001003,501.621209,3964.959407,5068.252624,5.012054,89.839791,29.998964,5,20,21-02-2026
NOLSM57775201,2,Photo,1.823667,12.725089,14.934623,20.000014,196.620539,89.998002,498.280018,4026.934239,5014.485078,5.06553,90.883259,30.000945,5,21,21-02-2026
NOLSM949008169367,3,Photo,0.90784,14.743989,15.079548,19.999013,195.115142,89.999999,500.925731,4006.827996,4980.279242,5.093492,93.988398,29.996999,5,22,21-02-2026
NOLSM039294995162,3,Photo,1.133458,14.61767,14.991772,19.993984,200.785223,90.001001,504.618848,3913.629062,5001.418306,4.97322,91.426536,30.003033,5,23,21-02-2026
NOLSM92895537,3,Photo,0.757105,15.801872,14.879971,19.996978,198.757962,90.001002,503.09804,3993.012114,5073.982788,5.032389,90.722052,30.003018,5,24,21-02-2026
NOLSM684435120117,1,Photo,1.66869,14.681145,14.880845,19.998024,205.61807,90.000001,499.846301,4021.593613,4918.44806,5.009717,91.017928,30.013998,5,25,21-02-2026
NOLSM542444223,1,Photo,1.433337,16.81782,14.970203,19.992964,200.942979,90.000002,500.464617,3980.156618,5070.900459,4.974362,91.298895,29.997964,5,26,21-02-2026
NOLSM19330970768,1,Photo,1.061292,14.949512,14.916912,20.008981,202.429124,89.999003,504.707232,3991.564678,4936.731409,5.057961,92.817134,29.984041,5,27,21-02-2026
NOLSM792963486359,1,Photo,2.033675,16.381244,15.094329,20.000009,195.329723,90.000007,495.341657,3906.908902,4883.644083,4.881324,89.688823,30.006007,25,1,21-02-2026
NOLSM6983927080,1,Photo,1.417468,16.781564,14.899419,19.999942,196.763385,90.000001,496.755881,3935.242726,4919.239321,4.911269,89.344826,29.987965,25,2,21-02-2026
NOLSM786265129,2,Photo,1.763243,16.464091,15.092355,19.99899,195.684783,89.999002,495.654987,3913.181852,4891.677069,4.913121,89.47423,29.990992,25,3,21-02-2026
NOLSM493137449,2,Photo,1.693531,16.699375,14.902966,20.000979,195.776465,89.998005,495.746354,3915.290062,4894.539703,4.887453,89.43084,29.985958,25,4,21-02-2026
NOLSM7511869854,2,Photo,1.759627,17.685421,14.970318,20.000009,195.927472,90.0,495.925712,3917.856421,4898.376709,4.888179,88.549345,29.993022,25,5,21-02-2026
NOLSM05522226919,3,Photo,2.222526,16.553473,15.016616,19.997021,193.983299,90.001,493.978887,3879.722126,4849.368629,4.835538,89.212776,29.99804,25,6,21-02-2026
NOLSM912962689368,3,Photo,2.069659,17.377712,14.920814,19.999008,194.60084,90.000998,494.594963,3891.663768,4864.764689,4.875008,88.606066,30.005016,25,7,21-02-2026
NOLSM44247437,3,Photo,2.300231,16.553056,14.861251,19.998021,194.241971,89.999003,494.256778,3884.973418,4856.082974,4.842401,89.313043,29.995007,25,8,21-02-2026
NOLSM491377014896,1,Photo,1.944162,18.346113,15.020156,19.998985,195.388933,90.000005,495.400026,3907.331055,4885.248083,4.904626,89.50831,29.999989,25,9,21-02-2026
NOLSM405761438,1,Photo,1.8908,17.210021,15.048793,19.998032,195.703515,90.000997,495.700578,3914.258698,4892.507347,4.888459,89.426229,30.001006,25,10,21-02-2026
NOLSM052845887,1,Photo,1.982344,15.90446,15.164503,20.001994,195.580358,90.001002,495.57247,3911.398355,4889.390837,4.898645,89.564645,30.004977,25,11,21-02-2026
NOLSM35443158,2,Photo,1.310823,16.455963,15.005161,19.997003,196.358966,90.000996,496.415135,3927.606916,4909.667096,4.929666,89.822988,29.990113,25,12,21-02-2026
NOLSM06520381211,2,Photo,1.608992,17.455584,14.980549,20.000986,196.600165,90.000001,496.59876,3932.064111,4914.848535,4.920517,90.038068,29.996991,25,13,21-02-2026
NOLSM726721726,2,Photo,1.393526,16.18485,14.970396,19.99701,197.551414,90.001005,497.552041,3951.601528,4939.068873,4.945731,90.196101,30.000967,25,14,21-02-2026
NOLSM05826572232,3,Photo,1.231053,16.930079,14.987692,20.002022,197.971124,89.999002,497.978926,3958.880175,4949.832658,4.949872,89.954343,29.999992,25,15,21-02-2026
NOLSM35774459,3,Photo,1.4037,16.790872,14.937079,20.001998,197.19748,89.999006,497.17786,3943.457459,4929.91799,4.9375,90.126605,30.00402,25,16,21-02-2026
NOLSM963564416503,3,Photo,1.31386,16.870184,14.934809,20.002,197.907749,90.000002,497.911033,3958.182611,4947.621973,4.948037,89.744947,30.007969,25,17,21-02-2026
NOLSM2693782439,1,Photo,1.566919,16.854407,15.058497,19.998019,197.130177,90.000001,497.156692,3942.729445,4928.844376,4.930215,90.148318,30.004009,25,18,21-02-2026
NOLSM9372405478,1,Photo,1.408743,17.561442,15.041696,19.999014,197.60018,89.999999,497.602889,3952.222784,4940.490418,4.943364,90.22835,30.003023,25,19,21-02-2026
NOLSM23348890701,1,Photo,1.184365,18.113615,14.978943,19.997997,197.917746,89.999995,497.926782,3958.509641,4948.482451,4.967599,90.806833,30.005974,25,20,21-02-2026
NOLSM26877892,2,Photo,0.97103,16.09922,15.138355,20.000964,199.024035,90.000002,499.051556,3981.327673,4975.789367,4.959378,90.678823,29.996991,25,21,21-02-2026
NOLSM76705644,2,Photo,1.091235,17.549216,15.010454,19.999976,198.398491,89.998994,498.410645,3967.931443,4959.976742,4.961701,90.660686,30.000964,25,22,21-02-2026
NOLSM2560137950,2,Photo,1.122604,17.446436,14.941294,19.998997,198.750713,89.998998,498.749723,3975.179435,4968.56346,4.971128,90.809958,29.99899,25,23,21-02-2026
NOLSM465873467,3,Photo,0.958548,15.980699,15.0831,20.003014,198.791337,90.001997,498.767578,3975.459629,4969.681674,4.97279,90.763181,30.000965,25,24,21-02-2026
NOLSM893370740313,3,Photo,0.856077,16.668737,15.087863,20.000998,199.4546,89.999997,499.450701,3989.554014,4986.389367,4.98509,91.102361,30.002015,25,25,21-02-2026
NOLSM060822595504,1,Photo,0.745504,16.318918,15.095696,20.007024,199.409906,89.998996,499.406039,3988.152103,4984.634029,4.987208,90.965318,29.988065,25,26,21-02-2026
NOLSM57042176964,1,Photo,1.074877,16.947544,14.964639,19.997985,199.455009,90.000003,499.447733,3988.929773,4985.61866,4.982564,91.026818,30.009966,25,27,21-02-2026
NOLSM84123426445,3,Photo,0.838548,14.674214,15.039276,20.000971,197.131782,90.001002,494.530103,4029.66429,4992.939628,4.995777,93.520468,29.98999,6,28,22-02-2026
NOLSM978344786,3,Photo,1.369118,15.625611,15.109281,19.996,197.638111,90.000998,498.30423,4052.330701,5020.050142,5.075929,89.913097,30.001008,6,29,22-02-2026
NOLSM208489343107,3,Photo,1.922851,15.090544,15.017943,20.001999,197.940098,90.000999,505.856032,3991.052597,5004.82531,5.11125,91.118432,29.994049,6,30,22-02-2026
NOLSM45776353604,3,Photo,1.420618,17.371497,14.932425,19.99402,199.045775,90.001,502.412319,3985.976385,4964.539968,5.034286,91.39207,30.002005,6,31,22-02-2026
NOLSM936843848,3,Photo,0.680373,16.083133,14.909245,19.994985,198.404034,90.000002,502.749337,3905.251866,4979.963058,5.072533,92.658515,29.999058,6,32,22-02-2026
NOLSM64934488531,3,Photo,0.731098,19.024427,15.084958,19.996984,198.759417,90.001004,502.102116,4027.918525,5083.744276,5.064753,92.039139,29.997015,6,33,22-02-2026
NOLSM1454148391,3,Photo,1.816988,18.888559,14.959691,19.997976,202.067276,89.999994,499.290473,4061.523404,4899.338451,5.026191,91.455257,29.997001,6,34,22-02-2026
NOLSM2830066188,3,Photo,1.897478,13.796951,14.973619,19.994975,203.171867,89.999004,505.759603,3942.865109,4932.520618,5.034798,89.859811,29.993967,6,35,22-02-2026
NOLSM222537408050,3,Photo,1.72162,18.761073,15.107667,19.990004,202.433847,90.000002,494.882528,4030.859023,4988.533217,4.927348,92.619293,29.981989,6,36,22-02-2026
NOLSM9496978587,3,Photo,0.962815,20.701835,14.974407,19.996988,202.800745,89.999002,504.236403,3961.563074,5075.64136,5.031278,91.956871,30.008997,6,37,22-02-2026
NOLSM93864401,3,Photo,1.485883,11.243193,15.02866,19.999987,202.884175,90.000999,500.043494,4001.192432,5047.322826,5.033024,91.327442,30.004028,6,38,22-02-2026
NOLSM275940822,3,Photo,0.947725,15.249923,14.956179,19.998999,197.728564,90.000997,500.361794,4054.423807,4956.924449,4.986873,91.334323,29.997058,6,39,22-02-2026
NOLSM318967259,3,Photo,0.835984,12.451246,15.105539,20.000019,202.813507,90.001998,494.99132,3956.862462,4939.831823,5.03992,93.250372,29.995976,6,40,22-02-2026
NOLSM052229974388,3,Photo,1.36863,19.777301,15.127394,19.995999,198.418522,89.997998,499.243102,4087.984047,4926.196977,5.004633,92.33597,30.007973,6,41,22-02-2026
NOLSM17460942,3,Photo,1.923428,16.018931,15.005945,19.994998,197.590051,89.999994,501.172043,4025.513996,4941.627153,5.013906,92.128971,29.999026,6,42,22-02-2026
NOLSM118336991,3,Photo,1.421906,17.591511,15.059594,19.998986,198.927965,89.999995,493.331648,4037.010459,4981.571159,5.007871,91.850577,30.007025,6,43,22-02-2026
NOLSM2524327925,3,Photo,0.678208,16.449778,14.787824,20.009022,201.173513,90.000004,500.828633,4014.046613,4970.51794,5.014173,92.844706,30.006936,6,44,22-02-2026
NOLSM661299361266,3,Photo,0.73688,13.991278,14.903881,20.003016,201.106267,90.000001,501.814981,3985.392843,5002.1099,4.983834,90.503472,30.005028,6,45,22-02-2026
NOLSM202463051,3,Photo,0.948384,17.363573,15.074658,20.004997,204.580012,89.999999,502.38981,4047.313594,5139.285348,5.067345,91.634465,30.001957,6,46,22-02-2026
NOLSM23556461097,3,Photo,0.72476,16.086524,14.990076,20.000026,198.591951,90.001,507.166137,3955.683084,5050.003539,5.083957,92.472496,29.994952,6,47,22-02-2026
NOLSM19509267,3,Photo,0.973708,19.033039,14.990475,19.996988,201.184075,89.999001,501.308409,4062.394787,5081.981368,4.927512,89.755762,30.004946,6,48,22-02-2026
NOLSM20895580545,3,Photo,2.163085,18.893166,14.970428,20.003005,198.991076,90.000004,503.401974,4071.508328,4954.157247,5.0355,90.763338,30.000049,6,49,22-02-2026
NOLSM7411942927,3,Photo,1.658674,13.798178,14.916716,20.000971,201.356555,90.000993,501.436058,3985.994013,5047.150555,5.043103,93.129823,29.989968,6,50,22-02-2026
NOLSM48307410,3,Photo,1.598837,18.762028,15.039678,20.003039,202.389197,90.001004,501.089709,3978.52188,5010.697368,5.052038,91.973876,29.993028,6,51,22-02-2026
NOLSM28037797973,3,Photo,1.461286,20.7132,15.109272,19.997015,195.092566,90.0,501.566109,4055.816616,4859.320871,5.047155,90.936068,30.016,6,52,22-02-2026
NOLSM61874261,3,Photo,1.443639,11.263127,15.018001,19.997058,201.480906,89.999,497.085563,4029.127355,4919.18557,4.959625,90.553823,30.006016,6,53,22-02-2026
NOLSM283324282145,3,Photo,1.528228,15.292543,15.060942,19.99102,203.226653,90.000993,500.165382,3971.636441,5012.023469,5.076934,92.939848,29.999007,6,54,22-02-2026
NOLSM59235785,2,Photo,0.964417,17.594208,15.049697,20.004005,199.446445,90.000001,499.471068,3989.253929,4986.850781,4.987987,91.035783,30.001952,26,28,22-02-2026
NOLSM839540448046,2,Photo,1.49089,16.464608,15.013973,20.001976,199.873535,90.0,499.895728,3997.897436,4996.881637,5.012785,91.40757,29.997957,26,29,22-02-2026
NOLSM5565494879,2,Photo,0.953715,18.759276,14.957273,19.995009,200.41092,89.999008,500.405097,4007.855817,5010.111908,5.010748,91.486846,30.011016,26,30,22-02-2026
NOLSM39427649242,2,Photo,0.837436,17.178839,14.958806,20.003029,200.499487,90.001,500.529127,4010.532543,5012.563932,5.009986,91.543121,29.993972,26,31,22-02-2026
NOLSM405933713,2,Photo,1.368412,16.451681,15.005691,20.003999,200.529606,89.999999,500.537782,4010.729711,5012.782275,5.011403,91.542468,29.999988,26,32,22-02-2026
NOLSM092756157,2,Photo,1.925017,16.714291,14.991378,19.999027,200.498124,90.0,500.468251,4009.774626,5012.338402,5.012954,91.794662,29.994047,26,33,22-02-2026
NOLSM54871660034,2,Photo,1.419695,16.771733,14.875904,20.001,201.068556,89.999998,501.066505,4020.977969,5026.156809,5.026538,91.709325,29.987982,26,34,22-02-2026
NOLSM62675577655,2,Photo,0.681121,17.382146,15.132717,19.999018,201.220491,90.000002,501.188607,4024.073203,5030.333394,5.030579,91.789021,30.002018,26,35,22-02-2026
NOLSM570427516,2,Photo,0.735065,16.091179,14.849103,19.998002,201.217448,89.999999,501.229364,4024.136723,5030.282264,5.027469,91.800136,30.006012,26,36,22-02-2026
NOLSM474083138131,2,Photo,0.947824,19.023289,15.074365,20.005998,201.023507,89.998996,501.030946,4020.283936,5025.104602,5.027879,91.726138,29.990069,26,37,22-02-2026
NOLSM291849405608,2,Photo,0.731801,18.903347,14.983682,20.004965,201.154433,90.000995,501.141554,4023.367645,5029.126144,5.025183,91.708139,29.991003,26,38,22-02-2026
NOLSM76428699754,2,Photo,0.797159,13.773395,14.907119,20.002982,201.123013,90.0,501.117128,4022.687907,5028.829228,5.007535,91.709786,29.989012,26,39,22-02-2026
NOLSM6121469909,2,Photo,0.815169,18.768054,14.892892,20.002986,200.928001,89.998997,500.921109,4018.46483,5022.904227,5.023204,91.694255,29.997013,26,40,22-02-2026
NOLSM00975583,2,Photo,0.591728,20.705273,15.084338,20.010035,201.106358,90.0,501.086102,4021.335559,5027.300142,5.026422,91.714272,30.000036,26,41,22-02-2026
NOLSM17638870646,2,Photo,0.72024,11.236214,14.965956,20.00095,201.164436,89.999999,501.162468,4023.079367,5028.897573,5.02763,91.793828,29.997995,26,42,22-02-2026
NOLSM81331278591,2,Photo,1.001449,15.282227,15.08597,19.999968,201.234429,90.001004,501.263922,4024.80784,5031.602904,5.035051,91.912045,30.002954,26,43,22-02-2026
NOLSM677597080,2,Photo,0.837956,12.456174,15.041083,20.002992,201.410861,90.001997,501.416524,4028.059706,5035.17605,5.035257,91.809852,30.002013,26,44,22-02-2026
NOLSM284885096586,2,Photo,0.90932,19.776775,14.988656,20.003001,201.13656,89.998996,501.112727,4022.39423,5028.250516,5.028765,91.918196,30.010026,26,45,22-02-2026
NOLSM36155137777,2,Photo,0.711645,16.021649,14.927709,19.997018,201.331081,90.000006,501.341463,4026.342483,5033.008168,5.033688,92.550636,30.004016,26,46,22-02-2026
NOLSM13825676,2,Photo,0.383345,17.596109,14.973925,20.002007,203.123367,89.998993,503.121456,4062.706318,5078.435171,5.071255,92.106024,30.000004,26,47,22-02-2026
NOLSM5493067165,2,Photo,1.267416,16.444779,14.98945,20.003027,201.946318,90.000996,501.973622,4039.757127,5048.256061,5.053918,92.218434,30.005019,26,48,22-02-2026
