Unnamed: 0,고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료
1814,C-11858,여성,23,No,No,0,0,Yes,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,67,,2569,4,17180
1815,C-11859,여성,47,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,16,2023-12-31,2026-01-01,No,62,,3445,3,24750
1816,C-11860,여성,34,Yes,Yes,1,6,No,신용카드,Yes,No,No,Yes,18,2020-06-01,2026-01-01,No,55,,6153,4,46560
1817,C-11861,남성,40,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,25,2024-12-01,2025-11-01,Yes,66,Other,3634,2,50740
1818,C-11862,남성,23,No,No,0,4,No,신용카드,No,No,No,No,0,2019-05-01,2026-01-01,No,24,,4187,5,28480
1819,C-11863,남성,51,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,18,2022-02-28,2026-01-01,No,74,,5503,3,31640
1820,C-11864,남성,49,No,No,0,0,No,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,76,,2791,3,41020
1821,C-11865,남성,40,Yes,Yes,1,2,No,신용카드,Yes,Yes,No,Yes,19,2021-12-31,2026-01-01,No,37,,4113,4,9040
1822,C-11866,여성,35,Yes,No,0,9,No,신용카드,No,No,No,No,0,2023-10-01,2026-01-01,No,25,,4411,4,52770
1823,C-11867,남성,38,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,23,2024-02-29,2026-01-01,No,45,,4292,4,55370
1824,C-11868,여성,36,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,22,2024-10-01,2026-01-01,No,41,,3501,4,41810
1825,C-11869,여성,30,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2024-12-01,2026-01-01,No,54,,5249,3,49490
1826,C-11870,남성,48,Yes,No,0,10,Yes,신용카드,Yes,Yes,No,Yes,20,2021-06-01,2026-01-01,No,42,,2358,3,8590
1827,C-11871,여성,24,No,Yes,2,0,No,신용카드,No,No,No,No,0,2024-05-01,2026-01-01,No,32,,2675,4,17740
1828,C-11872,여성,68,Yes,Yes,3,1,No,계좌이체,No,No,No,Yes,52,2024-12-31,2025-05-01,Yes,92,Competitor,4797,1,47570
1829,C-11873,남성,64,Yes,Yes,3,6,Yes,계좌이체,No,No,No,No,0,2019-02-01,2026-01-01,No,56,,6444,5,18190
1830,C-11874,남성,36,No,No,0,0,No,계좌이체,Yes,No,No,Yes,13,2023-10-01,2025-03-01,Yes,93,Price,4940,1,5090
1831,C-11875,여성,28,Yes,Yes,1,1,Yes,신용카드,No,No,No,Yes,82,2024-07-01,2026-01-01,No,30,,3061,3,28020
1832,C-11876,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2025-05-01,2025-07-01,Yes,93,Other,5569,1,23730
1833,C-11877,여성,73,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,9,2025-05-01,2025-06-01,Yes,76,Dissatisfaction,4989,1,27350
1834,C-11878,남성,30,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,73,2020-02-01,2025-06-01,Yes,98,Other,4870,1,27350
1835,C-11879,남성,31,No,Yes,3,0,No,계좌이체,No,No,Yes,Yes,29,2021-10-01,2026-01-01,No,72,,3884,4,0
1836,C-11880,남성,52,Yes,Yes,2,9,No,신용카드,Yes,No,Yes,Yes,15,2021-02-28,2026-01-01,No,44,,4258,4,43510
1837,C-11881,남성,26,Yes,No,0,0,Yes,계좌이체,No,No,No,Yes,52,2025-10-01,2025-11-01,Yes,86,Attitude,5460,3,26100
1838,C-11882,여성,45,Yes,Yes,3,10,Yes,계좌이체,Yes,No,Yes,Yes,53,2018-12-31,2026-01-01,No,69,,5598,3,42710
1839,C-11883,여성,35,Yes,Yes,1,0,No,신용카드,No,No,No,No,0,2022-04-01,2026-01-01,No,42,,2635,4,14130
1840,C-11884,여성,55,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,12,2022-05-01,2026-01-01,No,72,,5076,3,5200
1841,C-11885,여성,44,No,No,0,0,Yes,신용카드,No,No,No,No,0,2024-08-01,2026-01-01,No,53,,5263,3,27800
1842,C-11886,여성,28,No,No,0,0,Yes,계좌이체,No,No,No,No,48,2025-05-01,2025-07-01,Yes,74,Dissatisfaction,4566,1,0
1843,C-11887,여성,29,No,No,0,0,No,계좌이체,No,No,No,Yes,41,2025-08-01,2025-10-01,Yes,69,Attitude,2856,3,38310
1844,C-11888,여성,79,No,No,0,0,Yes,신용카드,No,No,No,Yes,25,2023-08-01,2026-01-01,No,26,,3754,4,1240
1845,C-11889,남성,39,No,Yes,1,0,No,신용카드,No,No,No,No,0,2024-08-01,2026-01-01,No,60,,3161,4,9040
1846,C-11890,남성,35,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2024-02-29,2026-01-01,No,71,,5299,5,3390
1847,C-11891,남성,42,No,No,0,0,Yes,계좌이체,No,No,No,Yes,2,2024-12-01,2026-01-01,No,80,,3043,3,45090
1848,C-11892,여성,40,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,8,2021-08-01,2026-01-01,No,46,,2994,5,41250
1849,C-11893,여성,22,No,No,0,0,No,계좌이체,No,Yes,No,Yes,59,2020-05-01,2025-08-01,Yes,71,Price,4776,3,9490
1850,C-11894,남성,37,Yes,No,0,3,No,신용카드,No,No,No,No,0,2023-02-28,2026-01-01,No,72,,2173,5,54350
1851,C-11895,여성,32,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,13,2021-02-01,2026-01-01,No,20,,4543,4,2830
1852,C-11896,남성,41,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,18,2019-08-01,2026-01-01,No,39,,4774,3,25090
1853,C-11897,여성,74,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,23,2024-05-01,2026-01-01,No,42,,5157,4,45090
1854,C-11898,남성,54,No,No,0,0,No,계좌이체,No,No,No,Yes,18,2024-12-31,2025-11-01,Yes,69,Competitor,4922,2,40230
1855,C-11899,여성,40,No,No,0,0,Yes,계좌이체,No,No,No,Yes,23,2024-08-01,2025-05-01,Yes,96,Competitor,3847,2,25880
1856,C-11900,남성,60,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,26,2022-02-03,2026-01-01,No,39,,4446,4,56050
1857,C-11901,남성,74,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,11,2025-06-01,2025-08-01,Yes,81,Competitor,2803,2,7350
1858,C-11902,남성,67,Yes,No,0,1,Yes,신용카드,No,Yes,No,Yes,27,2024-05-01,2026-01-01,No,68,,2560,3,0
1859,C-11903,남성,25,Yes,No,0,4,No,계좌이체,No,No,No,Yes,51,2022-12-31,2026-01-01,No,33,,4636,3,0
1860,C-11904,여성,46,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,9,2021-12-31,2026-01-01,No,40,,2751,3,0
1861,C-11905,남성,60,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,30,2019-06-01,2026-01-01,No,59,,4469,3,24520
1862,C-11906,여성,65,Yes,No,0,2,Yes,계좌이체,No,No,Yes,No,3,2024-02-29,2025-06-01,Yes,70,Competitor,2596,3,49830
1863,C-11908,여성,20,No,No,0,0,No,계좌이체,No,No,No,No,59,2024-12-31,2025-02-01,Yes,98,Competitor,3458,1,33220
1864,C-11909,남성,75,Yes,No,0,1,No,계좌이체,Yes,No,No,Yes,5,2023-05-01,2025-05-01,Yes,89,Competitor,4591,1,0
1865,C-11910,남성,39,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,9,2023-04-01,2026-01-01,No,64,,3378,4,0
1866,C-11911,여성,52,No,No,0,0,Yes,신용카드,No,No,No,No,10,2024-02-01,2026-01-01,No,21,,3880,4,27800
1867,C-11912,여성,75,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,29,2020-11-01,2026-01-01,No,39,,5570,5,20000
1868,C-11913,남성,39,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2023-12-01,2026-01-01,No,37,,3799,5,25200
1869,C-11914,여성,49,Yes,Yes,1,7,No,계좌이체,Yes,Yes,Yes,Yes,23,2019-09-01,2026-01-01,No,45,,5574,3,23960
1870,C-11915,남성,60,No,No,0,0,Yes,계좌이체,No,No,No,Yes,26,2024-10-01,2026-01-01,No,51,,4203,5,56050
1871,C-11916,남성,22,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,30,2019-02-01,2026-01-01,No,48,,4777,4,36050
1872,C-11917,여성,63,No,No,0,0,No,계좌이체,No,No,No,No,0,2024-04-01,2026-01-01,No,27,,3772,4,39320
1873,C-11918,여성,49,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,9,2024-12-01,2026-01-01,No,26,,5960,3,48700
1874,C-11919,남성,28,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2024-10-01,2026-01-01,No,35,,5296,5,41810
1875,C-11920,남성,61,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,13,2021-04-01,2025-09-01,Yes,98,Price,5650,2,0
1876,C-11921,여성,56,Yes,No,0,1,Yes,신용카드,No,No,No,No,0,2021-02-28,2026-01-01,No,80,,5480,5,34470
1877,C-11922,남성,30,Yes,Yes,2,9,Yes,신용카드,No,Yes,No,No,48,2019-10-01,2026-01-01,No,66,,5157,4,21360
1878,C-11923,남성,29,Yes,No,0,10,Yes,신용카드,Yes,No,Yes,Yes,73,2019-02-01,2026-01-01,No,58,,4111,3,36160
1879,C-11924,여성,67,Yes,No,0,0,Yes,계좌이체,No,No,No,Yes,13,2024-08-01,2026-01-01,No,41,,5437,4,10850
1880,C-11925,여성,25,Yes,Yes,3,9,Yes,계좌이체,No,No,No,No,0,2019-08-01,2026-01-01,No,51,,4533,4,38420
1881,C-11926,남성,48,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,13,2021-07-01,2026-01-01,No,33,,3286,5,29040
1882,C-11927,여성,48,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,4,2024-10-01,2026-01-01,No,21,,3319,3,14130
1883,C-11928,남성,28,No,No,0,0,No,계좌이체,Yes,No,Yes,Yes,69,2022-12-31,2026-01-01,No,55,,3407,3,34010
1884,C-11929,남성,57,No,Yes,2,0,No,신용카드,No,No,No,No,0,2019-07-01,2026-01-01,No,74,,4101,4,23280
1885,C-11930,여성,42,No,No,0,0,No,신용카드,No,No,No,No,0,2022-12-01,2026-01-01,No,20,,3875,3,15710
1886,C-11931,여성,45,Yes,No,0,9,Yes,신용카드,No,Yes,Yes,Yes,19,2020-05-01,2026-01-01,No,68,,5926,4,23170
1887,C-11932,남성,79,Yes,No,0,4,Yes,계좌이체,No,Yes,No,Yes,9,2020-09-01,2026-01-01,No,47,,4621,4,33000
1888,C-11933,여성,47,Yes,Yes,2,4,No,이체/메일확인,No,No,No,No,0,2023-02-01,2026-01-01,No,67,,2267,5,40570
1889,C-11934,여성,56,Yes,No,0,10,Yes,신용카드,No,No,No,No,0,2022-12-01,2026-01-01,No,78,,3428,5,4070
1890,C-11935,여성,33,No,No,0,0,Yes,계좌이체,No,No,No,Yes,28,2022-05-01,2026-01-01,No,72,,4341,5,46900
1891,C-11936,여성,21,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,53,2024-05-01,2025-09-01,Yes,69,Competitor,4254,2,16160
1892,C-11937,여성,74,Yes,Yes,3,4,Yes,계좌이체,No,Yes,No,Yes,53,2023-02-01,2026-01-01,No,70,,3937,5,2260
1893,C-11938,남성,22,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,82,2022-11-01,2026-01-01,No,54,,4296,4,0
1894,C-11939,여성,56,Yes,No,0,3,Yes,계좌이체,No,No,No,No,0,2020-12-01,2026-01-01,No,72,,5579,5,24970
1895,C-11940,남성,46,No,Yes,3,0,No,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,27,,4221,3,8700
1896,C-11941,남성,68,No,No,0,0,Yes,신용카드,No,No,No,Yes,17,2024-09-01,2025-02-01,Yes,89,Price,3684,2,2600
1897,C-11942,여성,36,No,No,0,0,No,신용카드,No,No,No,No,0,2020-11-01,2026-01-01,No,41,,6233,5,14240
1898,C-11943,남성,52,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,17,2024-04-01,2025-05-01,Yes,74,Dissatisfaction,4856,3,0
1899,C-11944,여성,64,Yes,Yes,1,9,No,신용카드,No,No,No,No,0,2022-09-01,2026-01-01,No,41,,2987,4,24750
1900,C-11945,여성,25,No,Yes,1,0,No,신용카드,No,No,No,No,0,2020-12-01,2026-01-01,No,34,,4170,5,51530
1901,C-11946,여성,51,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,12,2023-07-01,2026-01-01,No,60,,4524,4,8360
1902,C-11947,여성,26,Yes,Yes,1,8,Yes,계좌이체,Yes,No,No,Yes,73,2018-12-31,2026-01-01,No,30,,5656,3,44070
1903,C-11948,여성,43,Yes,Yes,2,0,Yes,계좌이체,No,No,No,Yes,11,2021-12-01,2026-01-01,No,29,,2969,4,1810
1904,C-11949,남성,80,Yes,No,0,10,No,계좌이체,Yes,No,No,Yes,13,2024-06-01,2026-01-01,No,69,,2587,3,0
1905,C-11950,남성,64,Yes,No,0,4,No,계좌이체,No,Yes,No,Yes,19,2021-04-01,2026-01-01,No,55,,5602,5,1810
1906,C-11951,남성,53,No,No,0,0,Yes,계좌이체,No,No,No,Yes,5,2023-06-01,2026-01-01,No,62,,4519,3,33340
1907,C-11952,남성,42,No,No,0,0,Yes,신용카드,No,No,No,No,0,2022-08-01,2026-01-01,No,69,,5696,4,52090
1908,C-11953,남성,37,Yes,Yes,1,3,No,신용카드,No,Yes,Yes,Yes,19,2019-12-01,2026-01-01,No,28,,4079,5,48700
1909,C-11954,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,Yes,20,2024-09-01,2026-01-01,No,39,,3200,3,38310
1910,C-11955,여성,22,No,No,0,0,Yes,계좌이체,No,No,Yes,No,27,2021-11-01,2026-01-01,No,47,,2511,5,27120
1911,C-11956,여성,52,No,No,0,0,No,계좌이체,No,No,No,No,0,2024-11-01,2026-01-01,No,40,,2822,4,30400
1912,C-11957,남성,23,No,No,0,0,No,신용카드,No,No,No,Yes,73,2025-10-01,2025-11-01,Yes,98,Competitor,4094,1,54240
1913,C-11958,여성,60,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,25,2023-10-01,2026-01-01,No,51,,3572,3,0
1914,C-11959,남성,30,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,53,2019-11-01,2025-10-01,Yes,81,Competitor,5200,1,55820
1915,C-11960,남성,40,Yes,No,0,1,No,계좌이체,Yes,No,No,Yes,14,2021-02-01,2025-06-01,Yes,75,Competitor,6216,1,43390
1916,C-11961,여성,60,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2024-12-01,2025-02-01,Yes,83,Attitude,3845,2,27910
1917,C-11962,남성,77,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,12,2023-08-01,2025-08-01,Yes,73,Competitor,2212,2,18190
1918,C-11963,남성,39,No,No,0,0,Yes,신용카드,No,No,No,Yes,28,2021-06-01,2026-01-01,No,33,,4898,5,22260
1919,C-11964,남성,27,No,No,0,0,No,계좌이체,No,No,No,No,52,2025-09-01,2025-11-01,Yes,72,Attitude,4662,3,33560
1920,C-11965,남성,21,No,No,0,0,Yes,이체/메일확인,No,Yes,No,Yes,59,2022-12-31,2026-01-01,No,38,,2911,3,4180
1921,C-11966,남성,78,Yes,No,0,0,Yes,계좌이체,No,No,No,Yes,15,2022-05-01,2025-10-01,Yes,76,Dissatisfaction,4726,1,25540
1922,C-11967,여성,49,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,19,2024-02-29,2025-05-01,Yes,78,Competitor,4786,2,33000
1923,C-11968,여성,57,Yes,No,0,9,Yes,신용카드,No,Yes,Yes,Yes,25,2019-09-01,2026-01-01,No,31,,5425,5,26330
1924,C-11969,남성,38,Yes,No,0,1,No,신용카드,No,No,No,No,0,2018-12-31,2026-01-01,No,23,,5234,5,55940
1925,C-11970,여성,29,No,No,0,0,Yes,이체/메일확인,No,Yes,Yes,Yes,53,2022-10-01,2026-01-01,No,69,,3056,3,1470
1926,C-11971,남성,79,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,18,2022-02-03,2026-01-01,No,59,,2715,4,3390
1927,C-11972,남성,20,No,Yes,1,0,Yes,신용카드,No,No,Yes,Yes,48,2024-12-01,2026-01-01,No,47,,5824,3,46780
1928,C-11973,여성,62,No,No,0,0,No,계좌이체,No,No,No,Yes,28,2025-07-01,2025-08-01,Yes,99,Price,3052,2,14010
1929,C-11974,남성,74,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,6,2021-09-01,2025-04-01,Yes,73,Dissatisfaction,3802,1,44180
1930,C-11975,여성,69,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,12,2020-08-01,2026-01-01,No,65,,5325,3,34010
1931,C-11976,여성,50,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,21,2024-07-01,2025-12-01,Yes,76,Price,5472,2,27460
1932,C-11977,여성,67,No,No,0,0,Yes,신용카드,No,No,No,Yes,15,2024-02-01,2025-10-01,Yes,75,Price,3336,1,33110
1933,C-11978,남성,33,No,No,0,0,No,신용카드,No,No,No,No,0,2024-07-01,2026-01-01,No,41,,5322,5,11870
1934,C-11979,남성,47,No,Yes,3,0,Yes,계좌이체,No,No,No,No,21,2024-12-01,2026-01-01,No,29,,3518,4,0
1935,C-11980,여성,52,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,8,2019-12-01,2026-01-01,No,48,,6149,3,26560
1936,C-11981,여성,74,No,No,0,0,Yes,계좌이체,No,No,No,Yes,24,2025-06-01,2025-10-01,Yes,74,Competitor,5808,1,54690
1937,C-11982,여성,57,No,No,0,0,No,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,80,,3968,4,45880
1938,C-11983,남성,24,No,No,0,0,No,계좌이체,No,No,No,Yes,69,2025-07-01,2025-08-01,Yes,85,Dissatisfaction,2734,1,40450
1939,C-11984,여성,50,Yes,Yes,2,1,Yes,계좌이체,No,Yes,Yes,Yes,29,2019-05-01,2026-01-01,No,43,,5958,4,17970
1940,C-11985,남성,49,No,No,0,0,Yes,계좌이체,No,No,No,Yes,5,2024-12-01,2025-01-01,Yes,83,Dissatisfaction,5533,1,22600
1941,C-11986,여성,54,No,No,0,0,No,신용카드,No,No,No,Yes,20,2024-12-31,2025-03-01,Yes,92,Competitor,2683,1,5990
1942,C-11987,여성,41,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,24,2021-12-31,2025-10-01,Yes,97,Dissatisfaction,4880,2,15930
1943,C-11988,여성,64,Yes,No,0,1,Yes,계좌이체,No,No,Yes,Yes,19,2022-06-01,2025-10-01,Yes,99,Competitor,5764,2,2260
1944,C-11989,여성,38,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,2,2022-02-28,2026-01-01,No,68,,3941,5,3160
1945,C-11990,여성,49,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2023-12-01,2026-01-01,No,58,,5886,5,33000
1946,C-11991,여성,64,No,No,0,0,Yes,신용카드,No,No,No,No,0,2024-12-01,2025-01-01,Yes,85,Attitude,2783,2,12090
1947,C-11992,여성,36,Yes,Yes,1,6,No,신용카드,No,No,Yes,Yes,30,2022-02-03,2026-01-01,No,78,,5691,3,0
1948,C-11993,남성,63,Yes,Yes,2,7,No,계좌이체,No,No,No,No,0,2022-02-03,2026-01-01,No,30,,2334,3,27350
1949,C-11994,남성,75,Yes,No,0,5,Yes,신용카드,Yes,Yes,No,Yes,5,2018-12-31,2026-01-01,No,66,,4680,3,32210
1950,C-11995,남성,69,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,14,2024-11-01,2026-01-01,No,32,,3170,4,8250
1951,C-11996,여성,27,No,No,0,0,No,계좌이체,No,No,No,No,0,2023-12-31,2026-01-01,No,76,,4862,4,40450
1952,C-11997,남성,64,Yes,No,0,4,Yes,계좌이체,Yes,Yes,Yes,Yes,18,2019-04-01,2026-01-01,No,75,,5839,4,50060
1953,C-11998,남성,68,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,15,2020-04-01,2026-01-01,No,75,,5838,5,36270
1954,C-11999,여성,61,Yes,No,0,4,Yes,계좌이체,No,No,No,No,4,2022-05-01,2025-04-01,Yes,79,Other,5413,3,11750
1955,C-12000,남성,47,Yes,Yes,3,9,No,계좌이체,Yes,No,Yes,Yes,53,2019-04-01,2026-01-01,No,49,,4667,3,29830
1956,C-12001,여성,50,Yes,No,0,1,Yes,계좌이체,No,Yes,No,No,21,2019-10-01,2025-01-01,Yes,96,Attitude,6144,3,2150
1957,C-12002,여성,58,No,Yes,3,0,No,계좌이체,No,No,No,Yes,28,2021-08-01,2026-01-01,No,42,,4418,5,43960
1958,C-12003,여성,47,Yes,Yes,3,5,Yes,계좌이체,No,No,No,No,0,2021-02-01,2026-01-01,No,30,,2861,4,4520
1959,C-12004,남성,31,Yes,No,0,1,Yes,계좌이체,Yes,Yes,Yes,Yes,8,2019-09-01,2025-09-01,Yes,100,Competitor,4432,2,39440
1960,C-12005,여성,26,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,73,2020-02-01,2026-01-01,No,64,,6041,3,2150
1961,C-12006,여성,20,No,No,0,5,No,신용카드,No,No,No,No,0,2023-07-01,2026-01-01,No,36,,2269,5,22600
1962,C-12007,여성,25,No,No,0,1,Yes,계좌이체,No,No,No,Yes,82,2023-07-01,2025-08-01,Yes,93,Competitor,5024,1,0
1963,C-12008,남성,46,Yes,No,0,5,No,계좌이체,No,Yes,No,Yes,24,2021-09-01,2026-01-01,No,26,,3387,3,14690
1964,C-12009,남성,31,No,No,0,0,Yes,계좌이체,No,No,No,No,14,2024-11-01,2026-01-01,No,26,,3527,3,12660
1965,C-12010,여성,30,Yes,No,0,1,Yes,계좌이체,Yes,No,No,No,69,2023-12-01,2025-09-01,Yes,74,Attitude,5531,1,0
1966,C-12011,남성,36,Yes,Yes,1,10,Yes,신용카드,No,Yes,No,Yes,18,2019-05-01,2026-01-01,No,32,,5570,4,39100
1967,C-12012,여성,73,Yes,No,0,2,Yes,신용카드,No,No,No,No,0,2019-02-28,2026-01-01,No,22,,5209,3,17970
1968,C-12013,남성,48,Yes,Yes,2,1,No,계좌이체,No,No,No,Yes,18,2024-12-01,2026-01-01,No,48,,3408,4,46440
1969,C-12014,여성,24,No,No,0,8,Yes,계좌이체,Yes,Yes,No,Yes,52,2018-12-31,2026-01-01,No,47,,5515,4,18310
1970,C-12015,여성,61,Yes,No,0,9,Yes,신용카드,No,No,No,Yes,14,2024-11-01,2026-01-01,No,39,,5748,3,8480
1971,C-12016,여성,21,No,No,0,7,No,신용카드,No,No,No,No,0,2024-02-01,2026-01-01,No,29,,4047,3,2150
1972,C-12017,여성,40,Yes,Yes,2,9,Yes,신용카드,No,No,No,No,0,2020-05-01,2026-01-01,No,76,,5243,5,32880
1973,C-12018,여성,41,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,2,2021-12-31,2026-01-01,No,50,,4452,4,0
1974,C-12019,남성,42,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,6,2021-12-01,2026-01-01,No,26,,2546,4,50290
1975,C-12020,여성,50,Yes,No,0,3,No,계좌이체,Yes,No,No,Yes,13,2022-02-28,2025-06-01,Yes,67,Dissatisfaction,5632,1,0
1976,C-12021,남성,29,No,Yes,1,0,Yes,신용카드,No,No,No,Yes,48,2023-07-01,2026-01-01,No,37,,5334,5,46440
1977,C-12022,남성,29,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,41,2023-06-01,2026-01-01,No,24,,5157,4,12880
1978,C-12023,여성,36,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,17,2024-12-01,2025-04-01,Yes,97,Other,4580,1,27230
1979,C-12024,남성,46,Yes,Yes,1,10,Yes,신용카드,No,No,No,Yes,14,2024-12-01,2026-01-01,No,62,,5133,3,13000
1980,C-12025,여성,76,Yes,No,0,0,Yes,계좌이체,Yes,No,No,Yes,15,2021-11-01,2026-01-01,No,49,,2768,3,3840
1981,C-12027,남성,28,Yes,No,0,7,Yes,계좌이체,Yes,No,No,Yes,48,2020-05-01,2026-01-01,No,61,,4847,3,53000
1982,C-12028,여성,37,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,18,2022-07-01,2026-01-01,No,30,,4403,5,25540
1983,C-12029,남성,64,Yes,Yes,2,1,No,신용카드,Yes,Yes,Yes,Yes,19,2018-12-31,2026-01-01,No,46,,4641,4,32320
1984,C-12030,여성,26,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2024-05-01,2026-01-01,No,38,,5066,4,5990
1985,C-12031,여성,64,Yes,Yes,1,1,Yes,계좌이체,Yes,Yes,Yes,Yes,17,2020-08-01,2026-01-01,No,43,,4190,3,32090
1986,C-12032,남성,44,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,3,2021-02-28,2026-01-01,No,79,,4120,4,11410
1987,C-12033,여성,31,No,No,0,0,No,신용카드,No,No,No,No,0,2024-07-01,2026-01-01,No,47,,5346,5,8700
1988,C-12034,여성,22,No,No,0,1,Yes,계좌이체,No,No,No,Yes,76,2024-12-31,2025-09-01,Yes,80,Competitor,2939,1,43840
1989,C-12035,여성,21,No,No,0,1,Yes,계좌이체,No,Yes,No,No,48,2020-09-01,2025-05-01,Yes,97,Competitor,4886,1,21700
1990,C-12036,여성,29,No,No,0,0,No,신용카드,Yes,No,Yes,No,52,2022-12-31,2025-08-01,Yes,68,Competitor,4403,1,35140
1991,C-12037,남성,76,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,30,2023-12-01,2026-01-01,No,58,,5254,5,56390
1992,C-12038,남성,59,Yes,Yes,3,6,Yes,신용카드,Yes,Yes,Yes,Yes,22,2021-09-01,2026-01-01,No,39,,2283,3,13000
1993,C-12039,여성,71,Yes,No,0,0,Yes,계좌이체,Yes,Yes,Yes,No,13,2020-02-01,2026-01-01,No,30,,5061,3,21580
1994,C-12040,여성,41,Yes,Yes,3,7,No,신용카드,No,No,Yes,Yes,27,2020-11-01,2026-01-01,No,72,,5905,4,53680
1995,C-12041,여성,53,Yes,Yes,3,0,Yes,신용카드,No,No,No,Yes,52,2024-11-01,2025-01-01,Yes,91,Dissatisfaction,2635,3,0
1996,C-12042,여성,56,No,No,0,0,No,이체/메일확인,Yes,No,No,Yes,2,2021-02-28,2026-01-01,No,63,,2007,4,52880
1997,C-12043,여성,45,No,Yes,3,0,No,계좌이체,Yes,No,No,Yes,28,2023-07-01,2026-01-01,No,37,,2466,4,48030
1998,C-12044,여성,59,No,No,0,0,Yes,신용카드,No,No,Yes,No,12,2022-02-03,2026-01-01,No,66,,2553,5,0
1999,C-12046,남성,28,No,No,0,0,No,신용카드,No,No,Yes,Yes,76,2025-05-01,2025-09-01,Yes,72,Competitor,5436,2,47800
2000,C-12047,남성,30,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,27,2025-02-01,2025-07-01,Yes,81,Competitor,2264,1,41250
2001,C-12048,여성,64,Yes,No,0,7,Yes,신용카드,Yes,No,Yes,No,17,2019-04-01,2026-01-01,No,62,,5128,3,45090
2002,C-12049,남성,41,Yes,No,0,1,No,계좌이체,No,No,No,Yes,3,2023-11-01,2025-04-01,Yes,77,Competitor,5174,1,18760
2003,C-12050,여성,48,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2025-10-01,2025-11-01,Yes,98,Price,3061,2,49160
