No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM2755257699,1,photo_li,32.158426,I,365,480.779103,105.667209,29,8,25-02-2026
NOLSM9244889445,2,photo_li,20.157104,I,365,469.715442,104.747719,29,9,25-02-2026
NOLSM755803991829,3,photo_li,25.104544,I,365,474.321674,104.607984,29,10,25-02-2026
NOLSM1731366002,1,photo_li,18.924238,I,365,466.714149,104.458953,29,11,25-02-2026
NOLSM236164774,2,photo_li,17.847528,I,365,467.601638,104.524052,29,12,25-02-2026
NOLSM786566255,3,photo_li,23.838457,I,365,468.98827,104.886684,29,13,25-02-2026
NOLSM8060936554,1,photo_li,34.395409,I,365,484.777936,105.55468,29,14,25-02-2026
NOLSM6859686520,2,photo_li,28.868157,I,365,469.210704,106.359727,29,15,25-02-2026
NOLSM862982261,1,photo_li,29.791849,I,365,473.451827,106.056855,29,16,25-02-2026
NOLSM660914329,2,photo_li,19.885794,I,365,463.665321,105.471491,29,17,25-02-2026
NOLSM7682908807,3,photo_li,36.306699,I,365,480.117193,106.577154,29,18,25-02-2026
NOLSM058252469,1,photo_li,35.377277,I,365,470.828214,107.20783,29,19,25-02-2026
NOLSM33640915863,2,photo_li,42.624331,I,365,484.608329,107.186706,29,20,25-02-2026
NOLSM13410350084,3,photo_li,38.26834,I,365,483.545114,106.759171,29,21,25-02-2026
NOLSM131356539,1,photo_li,34.657931,I,365,474.241134,106.787251,29,22,25-02-2026
NOLSM3432024530,3,photo_li,35.717872,I,365,478.321353,106.622499,29,23,25-02-2026
NOLSM685583444,1,photo_li,39.627142,I,365,486.478894,106.231471,29,24,25-02-2026
NOLSM0992781374,3,photo_li,32.267864,I,365,474.597563,106.152947,29,25,25-02-2026
NOLSM58803062,1,photo_li,20.966025,I,365,465.814893,105.076211,29,26,25-02-2026
NOLSM786595844,2,photo_li,32.013032,I,365,481.856577,105.574017,29,27,25-02-2026
NOLSM555368029,1,photo_li,26.406392,I,365,509.673146,107.165677,10,28,26-02-2026
NOLSM45787290,1,photo_li,54.896711,H,405,522.955322,105.167852,10,29,26-02-2026
NOLSM4610323010,1,photo_li,55.418628,I,365,508.622314,108.180957,10,30,26-02-2026
NOLSM3051947348,1,photo_li,29.185602,G,436,547.796272,108.260452,10,31,26-02-2026
NOLSM155280277,1,photo_li,50.484856,I,365,546.927848,107.929528,10,32,26-02-2026
NOLSM79702013254,1,photo_li,51.2868,G,436,520.685944,110.0185,10,33,26-02-2026
NOLSM966872109532,1,photo_li,51.83611,H,405,541.752682,108.145614,10,34,26-02-2026
NOLSM1130594981,1,photo_li,38.054196,G,436,463.881706,109.983705,10,35,26-02-2026
NOLSM89899347,1,photo_li,37.276311,I,365,487.540607,107.269052,10,36,26-02-2026
NOLSM90956114,2,photo_li,51.507486,G,436,479.399694,108.607862,10,37,26-02-2026
NOLSM47747744,2,photo_li,28.051235,G,436,512.688388,106.231701,10,38,26-02-2026
NOLSM08105406627,2,photo_li,36.002191,I,365,506.565232,108.336902,10,39,26-02-2026
NOLSM99920114318,2,photo_li,31.568752,G,436,536.231709,107.516244,10,40,26-02-2026
NOLSM429885374,2,photo_li,28.618845,H,405,527.417152,109.186806,10,41,26-02-2026
NOLSM7540262076,2,photo_li,73.464513,G,436,544.064858,106.829365,10,42,26-02-2026
NOLSM945623069165,2,photo_li,32.738931,G,436,499.672852,108.828371,10,43,26-02-2026
NOLSM16648284180,2,photo_li,41.226205,H,405,515.698685,107.705674,10,44,26-02-2026
NOLSM62766001,2,photo_li,42.069681,I,365,546.938972,106.072979,10,45,26-02-2026
NOLSM486144787,3,photo_li,49.417157,I,365,509.319769,106.670483,10,46,26-02-2026
NOLSM131536184023,3,photo_li,42.950743,G,436,549.166974,108.893952,10,47,26-02-2026
NOLSM5596898602,3,photo_li,35.620885,H,405,541.448206,107.149916,10,48,26-02-2026
NOLSM955458008786,3,photo_li,47.048039,I,365,488.584189,108.547178,10,49,26-02-2026
NOLSM581315066,3,photo_li,27.867864,I,365,509.324805,105.774751,10,50,26-02-2026
NOLSM74149890197,3,photo_li,49.942062,G,436,483.312236,108.490182,10,51,26-02-2026
NOLSM485708820778,3,photo_li,53.993441,H,405,467.415177,107.488914,10,52,26-02-2026
NOLSM98345591,3,photo_li,44.393058,H,405,522.614037,108.645286,10,53,26-02-2026
NOLSM86856838272,3,photo_li,37.128368,I,365,506.428641,106.634907,10,54,26-02-2026
NOLSM2892531249,1,photo_li,33.374412,I,365,478.889866,106.080255,30,28,26-02-2026
NOLSM40392169806,1,photo_li,29.709011,I,365,473.567916,106.063445,30,29,26-02-2026
NOLSM0402730077,1,photo_li,24.691715,I,365,474.567341,105.029709,30,30,26-02-2026
NOLSM39115766219,1,photo_li,27.711689,I,365,476.290834,105.049495,30,31,26-02-2026
NOLSM00344025960,1,photo_li,23.147857,I,365,474.338891,104.701763,30,32,26-02-2026
NOLSM85012196081,1,photo_li,25.502107,I,365,470.677404,105.593249,30,33,26-02-2026
NOLSM72869224494,1,photo_li,32.473929,I,365,482.546207,105.530268,30,34,26-02-2026
NOLSM88569785719,1,photo_li,23.261347,I,365,465.466161,105.678231,30,35,26-02-2026
NOLSM171268248614,1,photo_li,26.104673,I,365,472.734115,105.025795,30,36,26-02-2026
NOLSM810330961866,2,photo_li,25.189063,I,365,474.585442,105.10053,30,37,26-02-2026
NOLSM89819811,2,photo_li,16.849363,I,365,461.3423,105.125778,30,38,26-02-2026
NOLSM722695658175,2,photo_li,33.200981,I,365,478.428968,106.051887,30,39,26-02-2026
NOLSM55927493190,2,photo_li,27.403092,I,365,470.395093,105.988199,30,40,26-02-2026
NOLSM692229215920,2,photo_li,21.928003,I,365,470.205579,105.031576,30,41,26-02-2026
NOLSM855981982,2,photo_li,24.971631,I,365,468.501003,105.16373,30,42,26-02-2026
NOLSM2096961536,2,photo_li,24.015349,I,365,476.342626,104.628012,30,43,26-02-2026
NOLSM26835692405,2,photo_li,17.451768,I,365,467.105282,104.490049,30,44,26-02-2026
NOLSM683854107565,2,photo_li,24.169006,I,365,473.450711,104.509519,30,45,26-02-2026
NOLSM684008412,3,photo_li,27.952722,I,365,484.546074,104.52107,30,46,26-02-2026
NOLSM55226042,3,photo_li,32.518893,I,365,471.10874,106.552796,30,47,26-02-2026
NOLSM358197138364,3,photo_li,26.961806,I,365,474.729372,105.422639,30,48,26-02-2026
NOLSM179912964921,3,photo_li,26.460193,I,365,473.323083,105.481904,30,49,26-02-2026
NOLSM5907441647,3,photo_li,33.718854,I,365,485.114233,105.572021,30,50,26-02-2026
NOLSM842149945140,3,photo_li,27.427198,I,365,474.372105,105.553915,30,51,26-02-2026
NOLSM2227055002,3,photo_li,39.61839,I,365,471.195193,107.909624,30,52,26-02-2026
NOLSM49255589751,3,photo_li,32.31464,I,365,475.740907,106.098262,30,53,26-02-2026
NOLSM58159996784,3,photo_li,44.310067,I,365,488.825426,106.70689,30,54,26-02-2026
NOLSM86174716,3,photo_li,26.446175,I,365,509.919936,107.162818,10,1,26-02-2026
NOLSM395458005176,1,photo_li,55.050675,H,405,522.793127,105.169102,10,2,26-02-2026
NOLSM86640174147,2,photo_li,55.338171,I,365,508.577737,108.187349,10,3,26-02-2026
NOLSM24610467798,3,photo_li,29.288282,G,436,547.730114,108.23941,10,4,26-02-2026
NOLSM0697593621,1,photo_li,50.287807,I,365,547.192698,107.918556,10,5,26-02-2026
NOLSM592173367,3,photo_li,51.327112,G,436,520.786343,110.02388,10,6,26-02-2026
NOLSM89731946135,1,photo_li,51.855726,H,405,541.803141,108.145529,10,7,26-02-2026
NOLSM555320119,2,photo_li,38.120331,G,436,463.86052,109.977304,10,8,26-02-2026
NOLSM5784237216,3,photo_li,37.180184,I,365,487.739416,107.268747,10,9,26-02-2026
NOLSM70741058883,1,photo_li,51.540809,G,436,479.388757,108.613496,10,10,26-02-2026
NOLSM95416054478,3,photo_li,28.074492,G,436,512.788322,106.229141,10,11,26-02-2026
NOLSM711757885,2,photo_li,36.062103,I,365,506.741771,108.343243,10,12,26-02-2026
NOLSM720600033,3,photo_li,31.572238,G,436,536.334471,107.512498,10,13,26-02-2026
NOLSM592956059,1,photo_li,28.536747,H,405,527.488353,109.176342,10,14,26-02-2026
NOLSM69493086,2,photo_li,73.689217,G,436,543.782369,106.823114,10,15,26-02-2026
NOLSM337149753,3,photo_li,32.552713,G,436,499.409057,108.838944,10,16,26-02-2026
NOLSM142262362991,1,photo_li,41.269635,H,405,515.548038,107.705704,10,17,26-02-2026
NOLSM640972659,2,photo_li,42.06665,I,365,546.818709,106.06182,10,18,26-02-2026
NOLSM57332092057,3,photo_li,49.31613,I,365,509.211164,106.677409,10,19,26-02-2026
NOLSM3465167058,1,photo_li,42.876508,G,436,549.268817,108.897417,10,20,26-02-2026
NOLSM998168195827,2,photo_li,35.642177,H,405,541.684836,107.138564,10,21,26-02-2026
NOLSM627171616059,3,photo_li,47.312126,I,365,488.457768,108.541429,10,22,26-02-2026
NOLSM05323541125,1,photo_li,27.788449,I,365,509.213359,105.782304,10,23,26-02-2026
NOLSM06762534245,2,photo_li,49.769007,G,436,483.360647,108.493251,10,24,26-02-2026
NOLSM58999931826,3,photo_li,54.01434,H,405,467.56175,107.489321,10,25,26-02-2026
NOLSM07356791892,1,photo_li,44.432301,H,405,522.435564,108.654566,10,26,26-02-2026
NOLSM17950869,2,photo_li,37.270738,I,365,506.780349,106.628758,10,27,26-02-2026
NOLSM2652704729,3,photo_li,33.374247,I,365,478.645751,106.073286,30,1,26-02-2026
NOLSM5918142988,1,photo_li,29.813262,I,365,473.54524,106.049112,30,2,26-02-2026
NOLSM486190993,2,photo_li,24.731876,I,365,474.959818,105.036412,30,3,26-02-2026
NOLSM751485564,3,photo_li,27.810741,I,365,476.424034,105.047772,30,4,26-02-2026
NOLSM2434843309,1,photo_li,23.322569,I,365,474.535149,104.699592,30,5,26-02-2026
NOLSM38360617092,2,photo_li,25.392163,I,365,470.962524,105.586926,30,6,26-02-2026
NOLSM744794804,3,photo_li,32.494865,I,365,482.45655,105.51872,30,7,26-02-2026
NOLSM2126777061,1,photo_li,23.185715,I,365,465.450761,105.673426,30,8,26-02-2026
NOLSM9340338890,3,photo_li,26.071977,I,365,472.694587,105.0363,30,9,26-02-2026
NOLSM34104698176,1,photo_li,25.223114,I,365,474.705143,105.107045,30,10,26-02-2026
NOLSM462159530,2,photo_li,16.916687,I,365,461.568944,105.123002,30,11,26-02-2026
NOLSM071882586321,3,photo_li,33.224801,I,365,478.435159,106.038017,30,12,26-02-2026
NOLSM909033890,1,photo_li,27.458973,I,365,470.340188,105.998682,30,13,26-02-2026
NOLSM3284895803,2,photo_li,21.931922,I,365,470.126581,105.032412,30,14,26-02-2026
NOLSM99590942052,3,photo_li,24.970663,I,365,468.715809,105.177087,30,15,26-02-2026
NOLSM81095006133,1,photo_li,23.997128,I,365,476.245929,104.630526,30,16,26-02-2026
NOLSM591730655,2,photo_li,17.545377,I,365,466.924037,104.476271,30,17,26-02-2026
NOLSM2965998223,3,photo_li,24.296345,I,365,473.336269,104.509482,30,18,26-02-2026
NOLSM3501955058,1,photo_li,28.063597,I,365,484.152375,104.532827,30,19,26-02-2026
NOLSM435459267,3,photo_li,32.471188,I,365,471.071867,106.544398,30,20,26-02-2026
NOLSM439497480643,1,photo_li,26.956984,I,365,474.654816,105.436895,30,21,26-02-2026
NOLSM9614165968,2,photo_li,26.453165,I,365,473.180216,105.493692,30,22,26-02-2026
NOLSM186191310594,3,photo_li,33.453824,I,365,485.259223,105.555604,30,23,26-02-2026
NOLSM20875531316,1,photo_li,27.492485,I,365,474.412424,105.555259,30,24,26-02-2026
NOLSM18870493,2,photo_li,39.591192,I,365,471.313095,107.914835,30,25,26-02-2026
NOLSM797129963577,3,photo_li,32.426908,I,365,475.971106,106.09406,30,26,26-02-2026
NOLSM112304694649,1,photo_li,44.256233,I,365,488.904187,106.703826,30,27,26-02-2026
NOLSM04181891,1,photo_li,53.504798,I,365,542.697934,107.896919,11,28,27-02-2026
NOLSM25388982238,1,photo_li,48.157586,I,365,508.556403,105.120536,11,29,27-02-2026
NOLSM76483373,1,photo_li,46.974495,G,436,506.527222,108.964304,11,30,27-02-2026
NOLSM09832287966,1,photo_li,42.630781,H,405,508.877216,109.156524,11,31,27-02-2026
NOLSM23533165145,1,photo_li,38.387949,G,436,524.25315,108.541874,11,32,27-02-2026
NOLSM382187892002,1,photo_li,25.936993,G,436,534.853872,106.883197,11,33,27-02-2026
NOLSM17235951534,1,photo_li,65.966973,G,436,470.392032,106.358138,11,34,27-02-2026
NOLSM553202282,1,photo_li,60.521515,I,365,473.250519,107.39824,11,35,27-02-2026
NOLSM9957799887,1,photo_li,28.97034,G,436,479.435782,109.388423,11,36,27-02-2026
NOLSM263171049,2,photo_li,36.973359,G,436,472.163084,108.839441,11,37,27-02-2026
NOLSM841937643464,2,photo_li,46.512722,G,436,473.774906,109.173415,11,38,27-02-2026
NOLSM77567491,2,photo_li,43.828417,G,436,482.048995,110.899396,11,39,27-02-2026
NOLSM297531606,2,photo_li,58.448507,I,365,470.119478,108.003364,11,40,27-02-2026
NOLSM996923338598,2,photo_li,45.548891,I,365,480.676501,109.32232,11,41,27-02-2026
NOLSM36989225703,2,photo_li,47.67601,H,405,471.666108,108.954566,11,42,27-02-2026
NOLSM751700692787,2,photo_li,39.855836,I,365,469.302798,109.087573,11,43,27-02-2026
NOLSM05075453,2,photo_li,27.666392,H,405,472.70887,110.497738,11,44,27-02-2026
NOLSM69833839,2,photo_li,30.359423,I,365,470.497085,106.624182,11,45,27-02-2026
NOLSM73874879330,3,photo_li,45.90133,H,405,460.73251,107.788732,11,46,27-02-2026
NOLSM74534978293,3,photo_li,56.031313,I,365,472.703628,108.472455,11,47,27-02-2026
NOLSM43559526,3,photo_li,50.611637,I,365,474.088409,106.431514,11,48,27-02-2026
NOLSM5907682718,3,photo_li,47.321261,I,365,472.026727,109.542583,11,49,27-02-2026
NOLSM96905036,3,photo_li,17.992862,I,365,472.884112,108.628465,11,50,27-02-2026
NOLSM235835635,3,photo_li,40.899051,H,405,478.247732,107.706329,11,51,27-02-2026
NOLSM4936565167,3,photo_li,34.112171,G,436,470.557888,107.981206,11,52,27-02-2026
NOLSM34841429799,3,photo_li,45.713905,I,365,468.914977,108.284277,11,53,27-02-2026
NOLSM134349320380,3,photo_li,55.568324,H,405,469.875107,109.019603,11,54,27-02-2026
NOLSM7509472365,1,photo_li,26.276124,I,365,462.038415,106.754963,31,28,27-02-2026
NOLSM881235457158,1,photo_li,32.583463,I,365,472.412278,106.459652,31,29,27-02-2026
NOLSM073737844183,1,photo_li,28.212491,I,365,467.141577,106.43779,31,30,27-02-2026
NOLSM1238594875,1,photo_li,23.769382,I,365,474.381337,104.876568,31,31,27-02-2026
NOLSM6957593966,1,photo_li,34.668948,I,365,477.071603,106.507032,31,32,27-02-2026
NOLSM7152733155,1,photo_li,44.590071,I,365,490.628365,106.569885,31,33,27-02-2026
NOLSM72090044,1,photo_li,31.588855,I,365,476.278552,106.038894,31,34,27-02-2026
NOLSM46483870,1,photo_li,33.524363,I,365,480.271776,105.955691,31,35,27-02-2026
NOLSM360717370486,1,photo_li,25.748885,I,365,471.690174,105.479419,31,36,27-02-2026
NOLSM3965321982,2,photo_li,24.919964,I,365,477.689263,104.734401,31,37,27-02-2026
NOLSM70103100,2,photo_li,31.548593,I,365,482.778793,105.312712,31,38,27-02-2026
NOLSM511747716,2,photo_li,33.807055,I,365,493.08964,104.973446,31,39,27-02-2026
NOLSM78739688,2,photo_li,35.052789,I,365,485.535502,105.583664,31,40,27-02-2026
NOLSM65295712733,2,photo_li,30.990072,I,365,487.301361,104.932212,31,41,27-02-2026
NOLSM906357665,2,photo_li,28.660573,I,365,471.50175,105.669556,31,42,27-02-2026
NOLSM3384883118,2,photo_li,27.474206,I,365,479.770088,104.916186,31,43,27-02-2026
NOLSM24411901,2,photo_li,26.297068,I,365,469.093987,105.428286,31,44,27-02-2026
NOLSM6008132369,2,photo_li,33.189178,I,365,483.16091,105.527455,31,45,27-02-2026
NOLSM185644376,3,photo_li,22.59775,I,365,470.25796,105.141431,31,46,27-02-2026
NOLSM115067972,3,photo_li,27.143431,I,365,473.072417,105.209057,31,47,27-02-2026
NOLSM602584488549,3,photo_li,34.815821,I,365,479.1755,106.271337,31,48,27-02-2026
NOLSM776722102,3,photo_li,30.796291,I,365,472.117969,106.341254,31,49,27-02-2026
NOLSM6980702370,3,photo_li,33.756277,I,365,473.599166,106.627055,31,50,27-02-2026
NOLSM14542960183,3,photo_li,48.935645,I,365,482.187942,108.02866,31,51,27-02-2026
NOLSM60457978,3,photo_li,36.126705,I,365,470.085348,107.444838,31,52,27-02-2026
NOLSM35205085,3,photo_li,39.740529,I,365,481.0282,107.418827,31,53,27-02-2026
NOLSM20156094,3,photo_li,31.195696,I,365,471.625016,106.503805,31,54,27-02-2026
NOLSM54630159143,3,photo_li,53.524469,I,365,542.71284,107.893666,11,1,27-02-2026
NOLSM67610460726,1,photo_li,48.2039,I,365,508.57451,105.125242,11,2,27-02-2026
NOLSM3715989842,2,photo_li,47.11504,G,436,506.543812,108.971043,11,3,27-02-2026
NOLSM85346928074,3,photo_li,42.613752,H,405,508.709883,109.165389,11,4,27-02-2026
NOLSM810969843,1,photo_li,38.396867,G,436,524.322729,108.534972,11,5,27-02-2026
NOLSM70071951426,2,photo_li,25.966566,G,436,534.861122,106.879784,11,6,27-02-2026
NOLSM16797633,3,photo_li,65.825503,G,436,534.206594,106.341955,11,7,27-02-2026
NOLSM898466867,1,photo_li,60.378918,I,365,498.302875,107.395948,11,8,27-02-2026
NOLSM3126816364,2,photo_li,28.984754,G,436,537.377339,109.390855,11,9,27-02-2026
NOLSM164800178606,3,photo_li,37.192761,G,436,493.610799,108.85664,11,10,27-02-2026
NOLSM764691811475,1,photo_li,46.488772,G,436,539.631137,109.171914,11,11,27-02-2026
NOLSM85407216101,2,photo_li,43.756792,G,436,517.484097,110.896428,11,12,27-02-2026
NOLSM003753558,3,photo_li,58.35481,I,365,487.046432,107.98005,11,13,27-02-2026
NOLSM59066074872,1,photo_li,45.572024,I,365,524.590807,109.336321,11,14,27-02-2026
NOLSM21131740,2,photo_li,47.634988,H,405,490.87114,108.961579,11,15,27-02-2026
NOLSM60286355214,3,photo_li,39.920251,I,365,526.942096,109.077452,11,16,27-02-2026
NOLSM4265501574,1,photo_li,27.71495,H,405,539.226272,110.517307,11,17,27-02-2026
NOLSM14854958692,2,photo_li,30.371681,I,365,539.628972,106.611333,11,18,27-02-2026
NOLSM943475346,3,photo_li,45.991467,H,405,500.160082,107.78653,11,19,27-02-2026
NOLSM158267520253,1,photo_li,56.07636,I,365,507.869103,108.476457,11,20,27-02-2026
NOLSM50722026,2,photo_li,50.84855,I,365,527.022515,106.422438,11,21,27-02-2026
NOLSM772408791,3,photo_li,47.32417,I,365,510.610392,109.559892,11,22,27-02-2026
NOLSM038729589,1,photo_li,18.043931,I,365,545.717314,108.637243,11,23,27-02-2026
NOLSM488273969,3,photo_li,40.742993,H,405,512.978085,107.71242,11,24,27-02-2026
NOLSM074212819011,1,photo_li,34.124404,G,436,507.871562,107.992968,11,25,27-02-2026
NOLSM40971541905,2,photo_li,45.652129,I,365,550.224562,108.288729,11,26,27-02-2026
NOLSM7828745049,3,photo_li,55.416154,H,405,513.591727,109.017433,11,27,27-02-2026
NOLSM609863396,2,photo_li,26.266045,I,365,462.236813,106.743415,31,1,27-02-2026
NOLSM8519104952,3,photo_li,32.640364,I,365,472.495588,106.443566,31,2,27-02-2026
NOLSM43824665863,1,photo_li,28.3011,I,365,467.1483,106.452865,31,3,27-02-2026
NOLSM9850865533,2,photo_li,23.740563,I,365,474.435845,104.889663,31,4,27-02-2026
NOLSM2771488633,3,photo_li,34.742169,I,365,477.053849,106.475848,31,5,27-02-2026
NOLSM622457067,1,photo_li,44.548549,I,365,490.484175,106.556096,31,6,27-02-2026
NOLSM913581394771,2,photo_li,31.607135,I,365,475.980263,106.039374,31,7,27-02-2026
NOLSM479116826252,3,photo_li,33.602662,I,365,480.382443,105.955508,31,8,27-02-2026
NOLSM52047772,1,photo_li,25.700517,I,365,471.881223,105.477105,31,9,27-02-2026
NOLSM72207785107,2,photo_li,24.81396,I,365,477.758986,104.72237,31,10,27-02-2026
NOLSM369307989,1,photo_li,31.58165,I,365,483.045046,105.285187,31,11,27-02-2026
NOLSM83831921,3,photo_li,33.930859,I,365,493.127497,104.965315,31,12,27-02-2026
NOLSM53669087,1,photo_li,34.992298,I,365,485.361942,105.58585,31,13,27-02-2026
NOLSM074036423,2,photo_li,30.972621,I,365,487.302536,104.936294,31,14,27-02-2026
NOLSM715660786,3,photo_li,28.494482,I,365,471.759943,105.664676,31,15,27-02-2026
NOLSM737207582788,1,photo_li,27.361942,I,365,479.77498,104.913849,31,16,27-02-2026
NOLSM69221014093,3,photo_li,26.316226,I,365,469.115871,105.440981,31,17,27-02-2026
NOLSM9909749328,1,photo_li,33.14765,I,365,483.377213,105.536203,31,18,27-02-2026
NOLSM07918623258,2,photo_li,22.535928,I,365,470.478219,105.124012,31,19,27-02-2026
NOLSM809503638,3,photo_li,27.153355,I,365,473.418879,105.202273,31,20,27-02-2026
NOLSM480361823,1,photo_li,34.724437,I,365,479.230627,106.264922,31,21,27-02-2026
NOLSM37141588033,2,photo_li,30.749489,I,365,472.220646,106.337863,31,22,27-02-2026
NOLSM91592822,3,photo_li,33.807399,I,365,473.19719,106.623644,31,23,27-02-2026
NOLSM25506888,1,photo_li,48.929422,I,365,482.252561,108.029267,31,24,27-02-2026
NOLSM055374680,2,photo_li,36.060716,I,365,469.874246,107.441395,31,25,27-02-2026
NOLSM36333541,3,photo_li,39.740106,I,365,481.139626,107.419416,31,26,27-02-2026
NOLSM59580623,1,photo_li,31.265673,I,365,471.669946,106.507201,31,27,27-02-2026
NOLSM26508363,1,photo_li,41.760116,G,436,476.456369,107.130791,12,28,28-02-2026
NOLSM032550119381,1,photo_li,41.283108,H,405,476.877778,107.953642,12,29,28-02-2026
NOLSM7072400527,1,photo_li,45.342196,I,365,491.790041,106.75198,12,30,28-02-2026
NOLSM59873976466,1,photo_li,42.481,I,365,521.990762,111.252468,12,31,28-02-2026
NOLSM916277839288,1,photo_li,49.091419,G,436,459.433891,107.6942,12,32,28-02-2026
NOLSM524132152,1,photo_li,49.89105,G,436,537.658886,105.512911,12,33,28-02-2026
NOLSM54331937499,1,photo_li,43.899746,G,436,530.957847,109.152449,12,34,28-02-2026
NOLSM94398949560,1,photo_li,51.212182,G,436,507.600365,105.359108,12,35,28-02-2026
NOLSM74244861,1,photo_li,37.433652,I,365,510.944727,105.919079,12,36,28-02-2026
NOLSM817231858784,2,photo_li,36.607288,G,436,526.41224,107.956188,12,37,28-02-2026
NOLSM081677096827,2,photo_li,37.514962,H,405,505.844716,105.538843,12,38,28-02-2026
NOLSM74425921,2,photo_li,29.357673,I,365,506.478397,106.698291,12,39,28-02-2026
NOLSM239708512,2,photo_li,30.333393,H,405,519.823547,106.808427,12,40,28-02-2026
NOLSM581466327149,2,photo_li,45.983351,I,365,527.897443,106.272397,12,41,28-02-2026
NOLSM063917307622,2,photo_li,65.825418,H,405,520.945082,105.947077,12,42,28-02-2026
NOLSM465961616,2,photo_li,57.745352,G,436,502.265325,109.016979,12,43,28-02-2026
NOLSM746731601,2,photo_li,55.570364,I,365,496.102676,108.099044,12,44,28-02-2026
NOLSM690642168,2,photo_li,44.245815,G,436,543.152759,107.308324,12,45,28-02-2026
NOLSM99710713,3,photo_li,40.55606,G,436,548.032006,108.861984,12,46,28-02-2026
NOLSM31365953142,3,photo_li,38.749049,H,405,522.057127,106.614888,12,47,28-02-2026
