기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
202504,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202505,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202506,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202507,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202508,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202509,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202510,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202511,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202512,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202312,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202312,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202401,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202401,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202402,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202402,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202403,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202403,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202404,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202404,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202405,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202405,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202406,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202406,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202407,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202407,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202408,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202408,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202409,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202409,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202410,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202410,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202411,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202411,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202412,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202412,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202501,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202501,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202502,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202502,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202503,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202503,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202504,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202504,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202505,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202505,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202506,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202506,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202507,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202507,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202508,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202508,X4488462825207125679,Y6957576888790788690,201808,80000,은행,신용도판단,대출연체,원금이자연체
202509,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202510,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202511,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202512,X4488462825207125679,Y0540124372996112951,202003,8700,신용카드사,신용도판단,대출연체,카드대출연체
202312,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202401,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202402,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202403,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202404,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202405,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202406,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202407,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202408,X4504018505108442029,X0480699423365486934,202201,2000,캐피탈,신용도판단,대출연체,기타
202410,X4504018505108442029,X5460257626113234392,202410,7700,캐피탈,신용도판단,대출연체,기타
202411,X4504018505108442029,X5460257626113234392,202410,7700,캐피탈,신용도판단,대출연체,기타
202412,X4504018505108442029,X5460257626113234392,202410,7700,캐피탈,신용도판단,대출연체,기타
202312,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202401,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202402,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202403,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202404,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202405,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202406,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202407,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202408,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202409,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202410,X4508938638795149254,X8677465219865051355,201711,27000,신용카드사,신용도판단,대출연체,원금이자연체
202312,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202401,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202402,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202403,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202404,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202405,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202406,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202407,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202408,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202409,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202410,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202411,X4547588724689174382,X1313799468860346263,202411,180,신용카드사,신용도판단,대출연체,신용카드대금연체
202411,X4547588724689174382,X8461857731331272804,202311,600,기타,신용도판단,지금보증대지급,지금보증대지급
202312,X4598473058779707268,X2085903431600401340,202001,40000,기타,신용도판단,지금보증대지급,신용보증대지급
202401,X4598473058779707268,X2085903431600401340,202001,40000,기타,신용도판단,지금보증대지급,신용보증대지급
202402,X4598473058779707268,X2085903431600401340,202001,40000,기타,신용도판단,지금보증대지급,신용보증대지급
202403,X4598473058779707268,X2085903431600401340,202001,40000,기타,신용도판단,지금보증대지급,신용보증대지급
202404,X4598473058779707268,X2085903431600401340,202001,40000,기타,신용도판단,지금보증대지급,신용보증대지급
