No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM721774854,1,Oxidation,wet,1091.397057,H2O,48.429441,0.212961,205,711.336023,3,5,19-02-2026
NOLSM26836210541,2,Oxidation,dry,1130.203962,O2,29.892701,0.207975,105,715.454305,3,6,19-02-2026
NOLSM282606876973,2,Oxidation,dry,1061.191088,O2,36.766931,0.201033,160,709.700659,3,7,19-02-2026
NOLSM823617974,2,Oxidation,wet,1043.569215,H2O,31.470609,0.205022,116,706.757396,3,8,19-02-2026
NOLSM70848899,2,Oxidation,wet,1004.027951,H2O,39.294857,0.195918,104,702.873518,3,9,19-02-2026
NOLSM7669111136,2,Oxidation,dry,1096.024984,O2,38.619321,0.212965,241,714.905249,3,10,19-02-2026
NOLSM468786209,2,Oxidation,dry,1133.511092,O2,38.776218,0.206939,209,700.420568,3,11,19-02-2026
NOLSM510933548789,2,Oxidation,dry,1168.81096,O2,35.517254,0.219007,125,708.831621,3,12,19-02-2026
NOLSM28185319,2,Oxidation,dry,966.738886,O2,35.229539,0.217038,81,709.804376,3,13,19-02-2026
NOLSM4862317524,3,Oxidation,dry,956.667589,O2,28.604803,0.209934,0,699.533475,3,14,19-02-2026
NOLSM045991294244,3,Oxidation,dry,1114.737703,O2,30.909027,0.201951,156,716.967592,3,15,19-02-2026
NOLSM872020827,3,Oxidation,dry,1118.481959,O2,35.682055,0.210994,170,703.457166,3,16,19-02-2026
NOLSM8726417033,3,Oxidation,dry,1096.461386,O2,31.125906,0.215929,29,713.360662,3,17,19-02-2026
NOLSM943069192479,3,Oxidation,wet,1101.98474,H2O,37.501531,0.205058,68,693.653108,3,18,19-02-2026
NOLSM858324436,3,Oxidation,wet,1153.509982,H2O,31.363051,0.189023,81,718.126455,3,19,19-02-2026
NOLSM866739540815,3,Oxidation,dry,991.565581,O2,34.745007,0.20505,109,708.669017,3,20,19-02-2026
NOLSM4634036969,1,Oxidation,dry,1090.195427,O2,41.179214,0.205997,82,703.115652,3,21,19-02-2026
NOLSM354076499,1,Oxidation,wet,979.713472,H2O,39.619066,0.224018,136,700.289469,3,22,19-02-2026
NOLSM274113693,1,Oxidation,dry,1140.178585,O2,37.488201,0.203036,166,713.883507,3,23,19-02-2026
NOLSM15359898,1,Oxidation,wet,1003.995141,H2O,34.95658,0.206976,210,719.112689,3,24,19-02-2026
NOLSM82829245,1,Oxidation,dry,1066.498214,O2,30.018072,0.197973,114,715.882173,3,25,19-02-2026
NOLSM07396556,1,Oxidation,wet,1080.152902,H2O,30.216408,0.193999,77,715.810739,3,26,19-02-2026
NOLSM52412852149,1,Oxidation,dry,998.80095,O2,44.3245,0.214991,218,710.876334,3,27,19-02-2026
NOLSM026843298667,3,Oxidation,dry,871.387839,O2,22.150809,0.216057,223,713.127047,23,1,19-02-2026
NOLSM034402164,3,Oxidation,dry,871.884076,O2,22.130824,0.217995,225,714.402547,23,2,19-02-2026
NOLSM7005035083,3,Oxidation,dry,872.112686,O2,22.168856,0.218018,225,714.836742,23,3,19-02-2026
NOLSM85604299,3,Oxidation,dry,870.600622,O2,22.174215,0.217917,225,714.782287,23,4,19-02-2026
NOLSM538635126396,3,Oxidation,dry,871.5988,O2,22.208985,0.219038,226,715.203194,23,5,19-02-2026
NOLSM40451718,1,Oxidation,dry,872.478452,O2,22.229084,0.219008,226,715.3221,23,6,19-02-2026
NOLSM127503420281,1,Oxidation,dry,873.373715,O2,22.24492,0.217983,225,714.502765,23,7,19-02-2026
NOLSM66410493,1,Oxidation,dry,871.628078,O2,22.104817,0.217005,224,713.201951,23,8,19-02-2026
NOLSM49138727,1,Oxidation,dry,871.861594,O2,22.220363,0.210961,218,708.113567,23,9,19-02-2026
NOLSM124997030045,1,Oxidation,dry,871.815725,O2,22.245532,0.208944,216,705.967279,23,10,19-02-2026
NOLSM54394781,1,Oxidation,dry,871.559266,O2,22.218367,0.20993,217,706.412876,23,11,19-02-2026
NOLSM1037249448,1,Oxidation,dry,874.307783,O2,22.260226,0.20907,216,706.009965,23,12,19-02-2026
NOLSM001790381259,1,Oxidation,dry,873.899459,O2,22.149553,0.208074,215,704.717182,23,13,19-02-2026
NOLSM3889468767,1,Oxidation,dry,875.223764,O2,22.226212,0.209027,216,705.839634,23,14,19-02-2026
NOLSM440547715995,2,Oxidation,dry,872.084193,O2,22.329792,0.210103,217,707.265284,23,15,19-02-2026
NOLSM0694947440,2,Oxidation,dry,871.767491,O2,22.202639,0.210082,217,706.849147,23,16,19-02-2026
NOLSM462012873,2,Oxidation,dry,871.563765,O2,22.131339,0.209007,216,706.459134,23,17,19-02-2026
NOLSM825796860845,2,Oxidation,dry,871.152782,O2,22.191665,0.207073,214,703.919181,23,18,19-02-2026
NOLSM133460938,2,Oxidation,dry,872.830666,O2,22.211917,0.208038,215,704.932327,23,19,19-02-2026
NOLSM5876604615,2,Oxidation,dry,870.394585,O2,22.239068,0.207011,214,703.964087,23,20,19-02-2026
NOLSM202643770,2,Oxidation,dry,872.713782,O2,22.193785,0.208931,216,705.518356,23,21,19-02-2026
NOLSM81175214,2,Oxidation,dry,871.459686,O2,22.215052,0.209024,216,705.660878,23,22,19-02-2026
NOLSM28795013127,3,Oxidation,dry,873.100275,O2,22.335342,0.212024,219,708.375786,23,23,19-02-2026
NOLSM53169698,3,Oxidation,dry,871.127888,O2,22.168178,0.21003,217,707.055533,23,24,19-02-2026
NOLSM939511866468,3,Oxidation,dry,873.369211,O2,22.125104,0.212036,219,708.819202,23,25,19-02-2026
NOLSM480263126,3,Oxidation,dry,874.041475,O2,22.202559,0.211947,219,708.825528,23,26,19-02-2026
NOLSM8598340888,3,Oxidation,dry,873.066899,O2,22.194795,0.213098,220,709.912448,23,27,19-02-2026
NOLSM9997254720,2,Oxidation,wet,1060.050684,H2O,30.8074,0.199044,85,713.658422,4,28,20-02-2026
NOLSM89821375907,2,Oxidation,dry,1051.5111,O2,29.528723,0.216981,172,731.52506,4,29,20-02-2026
NOLSM549423415130,2,Oxidation,dry,1100.768565,O2,36.269024,0.206995,53,714.906918,4,30,20-02-2026
NOLSM67120639748,2,Oxidation,dry,1121.164496,O2,30.813657,0.204976,122,709.818835,4,31,20-02-2026
NOLSM9100802130,2,Oxidation,dry,1050.668161,O2,37.111998,0.211925,89,696.940698,4,32,20-02-2026
NOLSM33677780,2,Oxidation,wet,991.811429,H2O,32.100821,0.206023,84,716.67407,4,33,20-02-2026
NOLSM97068380,2,Oxidation,wet,1203.478066,H2O,27.240017,0.202931,145,713.794072,4,34,20-02-2026
NOLSM53469372,2,Oxidation,dry,981.44302,O2,34.126547,0.20095,143,696.532476,4,35,20-02-2026
NOLSM051793833,2,Oxidation,dry,1051.96665,O2,35.132149,0.214966,16,711.352351,4,36,20-02-2026
NOLSM774218847624,2,Oxidation,wet,1085.237009,H2O,35.886759,0.204949,137,719.547206,4,37,20-02-2026
NOLSM832674748648,2,Oxidation,dry,957.461859,O2,34.971353,0.192096,48,714.648352,4,38,20-02-2026
NOLSM738552230503,2,Oxidation,dry,1125.622635,O2,38.201941,0.208044,44,706.855251,4,39,20-02-2026
NOLSM657389745450,2,Oxidation,wet,1138.846757,H2O,28.325217,0.223025,94,717.069446,4,40,20-02-2026
NOLSM83151263085,2,Oxidation,wet,1108.221188,H2O,37.670853,0.210982,67,719.152015,4,41,20-02-2026
NOLSM24851080,2,Oxidation,wet,1066.185252,H2O,33.677051,0.209015,70,705.760006,4,42,20-02-2026
NOLSM044669080467,2,Oxidation,dry,881.758406,O2,44.509978,0.208072,74,713.417537,4,43,20-02-2026
NOLSM033950024,2,Oxidation,dry,1217.592468,O2,30.960666,0.206004,74,711.44317,4,44,20-02-2026
NOLSM54481058674,2,Oxidation,dry,1037.743634,O2,36.07888,0.209059,116,712.10399,4,45,20-02-2026
NOLSM352038303,2,Oxidation,dry,1053.745333,O2,33.63091,0.193968,80,701.48466,4,46,20-02-2026
NOLSM9503202345,2,Oxidation,wet,1131.295125,H2O,41.123954,0.200969,83,697.586397,4,47,20-02-2026
NOLSM154024108,2,Oxidation,dry,1051.776908,O2,38.058333,0.200008,95,713.079799,4,48,20-02-2026
NOLSM193260936943,2,Oxidation,dry,1023.613665,O2,30.345278,0.216107,96,722.592706,4,49,20-02-2026
NOLSM17318962600,2,Oxidation,dry,1071.004977,O2,29.205199,0.205991,82,700.951774,4,50,20-02-2026
NOLSM33852511626,2,Oxidation,dry,1071.121258,O2,33.619404,0.205983,89,712.370764,4,51,20-02-2026
NOLSM1332854574,2,Oxidation,wet,977.467705,H2O,28.770735,0.197969,51,709.975709,4,52,20-02-2026
NOLSM364343770231,2,Oxidation,dry,1213.431569,O2,31.706812,0.203969,141,720.462827,4,53,20-02-2026
NOLSM471865714370,2,Oxidation,wet,1131.967764,H2O,39.98352,0.216958,82,707.303969,4,54,20-02-2026
NOLSM29743542430,2,Oxidation,dry,888.25144,O2,22.230219,0.212035,32,709.094952,24,28,20-02-2026
NOLSM63050782,2,Oxidation,dry,889.858685,O2,22.292275,0.211966,31,709.031935,24,29,20-02-2026
NOLSM424966873449,2,Oxidation,dry,883.734099,O2,22.307813,0.210943,32,707.526194,24,30,20-02-2026
NOLSM16688346969,2,Oxidation,dry,878.75963,O2,22.271634,0.211003,30,708.308934,24,31,20-02-2026
NOLSM7718300464,2,Oxidation,dry,873.749759,O2,32.755845,0.210968,28,707.869929,24,32,20-02-2026
NOLSM260010836466,2,Oxidation,dry,885.063246,O2,31.886843,0.211967,31,708.522963,24,33,20-02-2026
NOLSM02916268,2,Oxidation,dry,890.04336,O2,39.487254,0.211002,30,695.823339,24,34,20-02-2026
NOLSM02584274513,2,Oxidation,dry,881.180795,O2,32.891259,0.21693,27,713.49988,24,35,20-02-2026
NOLSM30315578,2,Oxidation,dry,874.892336,O2,38.074206,0.214995,27,711.851806,24,36,20-02-2026
NOLSM25075091,2,Oxidation,dry,880.617386,O2,39.915654,0.214925,27,711.59812,24,37,20-02-2026
NOLSM740913361,2,Oxidation,dry,879.773347,O2,35.610748,0.199972,24,711.439582,24,38,20-02-2026
NOLSM255308187069,2,Oxidation,dry,883.929493,O2,28.554601,0.193975,23,711.539558,24,39,20-02-2026
NOLSM9984272666,2,Oxidation,dry,891.424047,O2,34.5604,0.217043,23,709.557728,24,40,20-02-2026
NOLSM04067602926,2,Oxidation,dry,885.560886,O2,34.921974,0.201019,23,710.151071,24,41,20-02-2026
NOLSM25959452948,2,Oxidation,dry,892.227911,O2,22.258451,0.203925,24,710.184777,24,42,20-02-2026
NOLSM14223346368,2,Oxidation,dry,884.597982,O2,22.230526,0.203972,25,709.252977,24,43,20-02-2026
NOLSM4384919060,2,Oxidation,dry,875.362412,O2,22.246115,0.200039,25,710.078679,24,44,20-02-2026
NOLSM68956282,2,Oxidation,dry,876.095916,O2,22.218823,0.198979,25,710.399494,24,45,20-02-2026
NOLSM80839400590,2,Oxidation,dry,884.847552,O2,22.223425,0.203003,25,708.842136,24,46,20-02-2026
NOLSM126148977108,2,Oxidation,dry,880.117512,O2,22.124573,0.203952,25,709.510211,24,47,20-02-2026
NOLSM386598930,2,Oxidation,dry,887.271623,O2,22.12146,0.1889,25,709.820948,24,48,20-02-2026
NOLSM550674114663,2,Oxidation,dry,881.814634,O2,22.179062,0.217996,27,710.414793,24,49,20-02-2026
NOLSM2861012429,2,Oxidation,dry,892.702242,O2,22.223351,0.201973,28,711.934556,24,50,20-02-2026
NOLSM93632908,2,Oxidation,dry,873.547582,O2,22.179878,0.21593,29,711.865157,24,51,20-02-2026
NOLSM000466905853,2,Oxidation,dry,874.078253,O2,22.164548,0.209024,29,710.742803,24,52,20-02-2026
NOLSM829333568,2,Oxidation,dry,882.067208,O2,22.285394,0.202999,29,721.713442,24,53,20-02-2026
NOLSM2770494771,2,Oxidation,dry,877.90615,O2,22.264509,0.205018,30,722.236084,24,54,20-02-2026
NOLSM1019505017,1,Oxidation,wet,1054.39137,H2O,30.886124,0.198965,85,713.715755,4,1,20-02-2026
NOLSM04688333,2,Oxidation,dry,1037.580524,O2,29.511271,0.216963,172,731.489895,4,2,20-02-2026
NOLSM7469582521,2,Oxidation,dry,1087.666311,O2,36.263335,0.206926,53,714.813138,4,3,20-02-2026
NOLSM1196927162,2,Oxidation,dry,1115.664049,O2,30.806039,0.205062,122,709.863908,4,4,20-02-2026
NOLSM68154133,2,Oxidation,dry,1041.679038,O2,37.163997,0.212,89,696.846582,4,5,20-02-2026
NOLSM648034724269,2,Oxidation,wet,988.394666,H2O,32.029143,0.205949,84,716.60786,4,6,20-02-2026
NOLSM6168459294,2,Oxidation,wet,1189.568483,H2O,27.278449,0.202978,145,713.796135,4,7,20-02-2026
NOLSM427520909194,2,Oxidation,dry,965.276879,O2,34.213804,0.200969,143,696.532555,4,8,20-02-2026
NOLSM03958094,2,Oxidation,dry,1034.841744,O2,35.101198,0.214989,16,711.388855,4,9,20-02-2026
NOLSM76918799,3,Oxidation,wet,1065.233394,H2O,35.85266,0.204982,137,719.506849,4,10,20-02-2026
NOLSM88260882,3,Oxidation,dry,951.124265,O2,34.878288,0.192024,48,714.528098,4,11,20-02-2026
NOLSM759982654343,3,Oxidation,dry,1119.530013,O2,38.13573,0.207985,44,706.863174,4,12,20-02-2026
NOLSM6538008619,3,Oxidation,wet,1130.007293,H2O,28.281458,0.222957,94,717.062503,4,13,20-02-2026
NOLSM308553177266,3,Oxidation,wet,1101.975712,H2O,37.7088,0.21105,67,719.190554,4,14,20-02-2026
NOLSM473008301961,3,Oxidation,wet,1057.418972,H2O,33.735908,0.20901,70,705.744526,4,15,20-02-2026
NOLSM98433020,3,Oxidation,dry,875.462166,O2,44.521796,0.208009,74,713.4285,4,16,20-02-2026
NOLSM487446160459,3,Oxidation,dry,1199.867348,O2,30.998625,0.206013,74,711.429633,4,17,20-02-2026
NOLSM88037179,1,Oxidation,dry,1020.376122,O2,36.195583,0.208878,116,712.019416,4,18,20-02-2026
NOLSM880837825209,1,Oxidation,dry,1039.741874,O2,33.579167,0.19405,80,701.42649,4,19,20-02-2026
NOLSM231993325089,1,Oxidation,wet,1113.201826,H2O,41.120389,0.200965,83,697.606991,4,20,20-02-2026
NOLSM2267104725,1,Oxidation,dry,1049.716698,O2,38.079366,0.199998,95,713.132347,4,21,20-02-2026
NOLSM5369004843,1,Oxidation,dry,1021.647662,O2,30.371417,0.216039,96,722.593544,4,22,20-02-2026
NOLSM406394561029,1,Oxidation,dry,1058.311143,O2,29.253991,0.205965,82,700.91931,4,23,20-02-2026
NOLSM03543652849,1,Oxidation,dry,1057.161254,O2,33.638355,0.205994,89,712.294734,4,24,20-02-2026
NOLSM54973017,1,Oxidation,wet,960.14263,H2O,28.814697,0.198017,51,709.920995,4,25,20-02-2026
NOLSM745185892,2,Oxidation,dry,1210.641424,O2,31.698465,0.203989,141,720.455897,4,26,20-02-2026
NOLSM489084097,2,Oxidation,wet,1120.221982,H2O,39.928818,0.216927,82,707.232259,4,27,20-02-2026
NOLSM421908106,3,Oxidation,dry,873.823634,O2,22.279295,0.212056,219,709.088018,24,1,20-02-2026
NOLSM57686508,3,Oxidation,dry,872.475509,O2,22.260194,0.211982,219,709.050106,24,2,20-02-2026
NOLSM417320423,3,Oxidation,dry,873.202829,O2,22.276739,0.21103,218,707.492932,24,3,20-02-2026
NOLSM64759160,3,Oxidation,dry,873.79269,O2,22.276126,0.210925,218,708.241568,24,4,20-02-2026
NOLSM0045222040,1,Oxidation,dry,873.269148,O2,22.209381,0.211036,218,707.915314,24,5,20-02-2026
NOLSM925528724,1,Oxidation,dry,872.419408,O2,22.213198,0.211959,219,708.527504,24,6,20-02-2026
NOLSM424433186041,1,Oxidation,dry,873.193982,O2,22.280655,0.210983,218,708.242549,24,7,20-02-2026
NOLSM561528322,1,Oxidation,dry,871.862261,O2,22.132041,0.216969,224,713.375755,24,8,20-02-2026
NOLSM874815652,1,Oxidation,dry,873.520066,O2,22.24114,0.215005,222,711.9106,24,9,20-02-2026
NOLSM998777807,1,Oxidation,dry,872.682094,O2,22.227048,0.215048,222,711.613278,24,10,20-02-2026
NOLSM305904808,1,Oxidation,dry,872.350554,O2,22.20446,0.215021,222,711.440097,24,11,20-02-2026
NOLSM27568412239,2,Oxidation,dry,873.419324,O2,22.183392,0.215043,222,711.481763,24,12,20-02-2026
NOLSM95263976687,2,Oxidation,dry,873.089657,O2,22.260619,0.21303,220,709.546795,24,13,20-02-2026
NOLSM06235471442,2,Oxidation,dry,872.981537,O2,22.15576,0.213042,220,710.116933,24,14,20-02-2026
NOLSM434986028,2,Oxidation,dry,873.678467,O2,22.193652,0.213064,220,710.1328,24,15,20-02-2026
NOLSM39522846457,2,Oxidation,dry,871.872054,O2,22.206786,0.211962,219,709.291264,24,16,20-02-2026
NOLSM895623565,2,Oxidation,dry,874.242763,O2,22.211431,0.213062,220,710.046135,24,17,20-02-2026
NOLSM164839166042,2,Oxidation,dry,872.922697,O2,22.301284,0.213986,221,710.392718,24,18,20-02-2026
NOLSM86819799,3,Oxidation,dry,871.255548,O2,22.195188,0.211978,219,708.81921,24,19,20-02-2026
NOLSM027797612,3,Oxidation,dry,871.17237,O2,22.138716,0.213131,220,709.545172,24,20,20-02-2026
NOLSM16020530,3,Oxidation,dry,871.781134,O2,22.152208,0.212974,220,709.826706,24,21,20-02-2026
NOLSM399167382566,3,Oxidation,dry,872.257629,O2,22.190174,0.214075,221,710.560439,24,22,20-02-2026
NOLSM08834261,3,Oxidation,dry,872.479688,O2,22.15045,0.215024,222,711.954174,24,23,20-02-2026
NOLSM58529214,3,Oxidation,dry,871.84215,O2,22.25031,0.214985,222,711.889504,24,24,20-02-2026
NOLSM354532045445,3,Oxidation,dry,873.043194,O2,22.202772,0.213907,221,710.790389,24,25,20-02-2026
NOLSM37726442126,3,Oxidation,dry,872.7243,O2,22.233031,0.224894,232,721.783976,24,26,20-02-2026
NOLSM1346079253,1,Oxidation,dry,874.162397,O2,22.339712,0.225953,233,722.28013,24,27,20-02-2026
NOLSM951277097199,2,Oxidation,wet,1065.883664,H2O,40.504444,0.211037,77,696.432561,5,28,21-02-2026
NOLSM794074030891,2,Oxidation,wet,989.536535,H2O,28.316878,0.22101,117,718.181134,5,29,21-02-2026
NOLSM81219402097,2,Oxidation,wet,1033.257923,H2O,25.45014,0.197959,128,703.18999,5,30,21-02-2026
NOLSM32787527448,2,Oxidation,dry,1170.599946,O2,32.047033,0.209016,138,711.786136,5,31,21-02-2026
NOLSM67927076,2,Oxidation,dry,993.956476,O2,34.936232,0.219055,127,708.103529,5,32,21-02-2026
NOLSM69690264862,2,Oxidation,dry,1087.97776,O2,46.015692,0.187024,145,708.241976,5,33,21-02-2026
NOLSM49460915,2,Oxidation,wet,998.966503,H2O,33.761468,0.221929,72,696.205263,5,34,21-02-2026
NOLSM22210494432,2,Oxidation,wet,1131.868566,H2O,34.769435,0.19694,127,708.215213,5,35,21-02-2026
NOLSM21435117524,2,Oxidation,dry,927.597326,O2,34.27135,0.211978,53,709.29009,5,36,21-02-2026
NOLSM1206545722,2,Oxidation,wet,1223.034888,H2O,33.834784,0.19598,72,720.605442,5,37,21-02-2026
NOLSM44038724467,2,Oxidation,dry,1041.685378,O2,31.269755,0.203982,28,727.585676,5,38,21-02-2026
NOLSM61771590,2,Oxidation,dry,1024.208022,O2,34.626198,0.21596,46,704.98807,5,39,21-02-2026
NOLSM6914698084,2,Oxidation,wet,1119.258361,H2O,33.875647,0.205037,130,704.310792,5,40,21-02-2026
NOLSM1638565756,2,Oxidation,wet,1160.83962,H2O,39.056208,0.205991,145,710.882859,5,41,21-02-2026
NOLSM93503565,2,Oxidation,dry,1189.418077,O2,37.4158,0.209054,36,716.015456,5,42,21-02-2026
NOLSM3691541862,2,Oxidation,wet,1077.833337,H2O,31.87578,0.203947,162,696.547492,5,43,21-02-2026
NOLSM5639776697,2,Oxidation,dry,1182.496171,O2,34.645763,0.21592,41,712.680309,5,44,21-02-2026
NOLSM51096544,2,Oxidation,dry,1149.701082,O2,31.15001,0.206043,31,690.627748,5,45,21-02-2026
NOLSM85263466,2,Oxidation,dry,1194.550332,O2,28.741703,0.210074,150,703.225205,5,46,21-02-2026
NOLSM704861078,2,Oxidation,wet,1183.622371,H2O,34.790172,0.217952,199,709.542724,5,47,21-02-2026
NOLSM451437747,2,Oxidation,dry,1005.08632,O2,36.090951,0.190955,143,711.776021,5,48,21-02-2026
NOLSM539284993,2,Oxidation,wet,962.333724,H2O,35.421368,0.186987,100,681.437912,5,49,21-02-2026
NOLSM59775002100,2,Oxidation,wet,1185.062546,H2O,34.893364,0.208063,158,710.422794,5,50,21-02-2026
NOLSM56720473188,2,Oxidation,wet,1174.737899,H2O,30.835256,0.216124,131,689.213168,5,51,21-02-2026
NOLSM6077243667,2,Oxidation,wet,1027.818907,H2O,33.77955,0.186969,67,709.57259,5,52,21-02-2026
NOLSM474021947880,2,Oxidation,wet,1100.317631,H2O,34.081277,0.214984,35,714.034077,5,53,21-02-2026
NOLSM00806588,2,Oxidation,dry,1093.122521,O2,32.393363,0.207954,41,695.842882,5,54,21-02-2026
NOLSM85486843924,3,Oxidation,dry,878.965613,O2,22.183429,0.193967,230,719.388011,25,28,21-02-2026
NOLSM20194257,3,Oxidation,dry,887.966731,O2,22.198043,0.20303,233,722.517752,25,29,21-02-2026
NOLSM854315140,3,Oxidation,dry,876.929241,O2,22.2016,0.205056,230,719.542109,25,30,21-02-2026
NOLSM9467661548,3,Oxidation,dry,875.054359,O2,22.206303,0.203037,32,719.309095,25,31,21-02-2026
NOLSM93675240719,3,Oxidation,dry,874.013444,O2,22.296375,0.211992,32,720.107622,25,32,21-02-2026
NOLSM03681152,3,Oxidation,dry,877.768464,O2,22.336845,0.211931,32,716.564771,25,33,21-02-2026
NOLSM20511647197,3,Oxidation,dry,884.003986,O2,22.390461,0.204941,32,723.262948,25,34,21-02-2026
NOLSM972751542061,3,Oxidation,dry,888.465562,O2,22.382725,0.21005,31,724.181168,25,35,21-02-2026
NOLSM06085334,3,Oxidation,dry,876.882912,O2,22.426967,0.205999,32,725.269755,25,36,21-02-2026
NOLSM413945583,3,Oxidation,dry,878.253982,O2,22.323394,0.218022,31,722.86802,25,37,21-02-2026
NOLSM453516293848,3,Oxidation,dry,894.364829,O2,22.37061,0.227049,34,723.343255,25,38,21-02-2026
NOLSM999574426,3,Oxidation,dry,886.738419,O2,32.878873,0.22595,33,722.685324,25,39,21-02-2026
NOLSM217397777,3,Oxidation,dry,892.454339,O2,31.82986,0.226998,32,723.819558,25,40,21-02-2026
NOLSM81879041947,3,Oxidation,dry,879.905911,O2,39.410549,0.228057,32,724.607879,25,41,21-02-2026
NOLSM80679252,3,Oxidation,dry,887.265765,O2,32.862575,0.227029,32,723.803327,25,42,21-02-2026
NOLSM21877154,3,Oxidation,dry,881.713752,O2,38.103077,0.225981,32,695.807413,25,43,21-02-2026
NOLSM14380565434,3,Oxidation,dry,880.755472,O2,39.940623,0.224906,31,721.426451,25,44,21-02-2026
NOLSM49763946,3,Oxidation,dry,877.848847,O2,35.674946,0.223033,32,719.913692,25,45,21-02-2026
NOLSM292129081249,3,Oxidation,dry,878.953081,O2,28.600443,0.223027,30,719.618773,25,46,21-02-2026
NOLSM34549058215,3,Oxidation,dry,880.244106,O2,34.538537,0.222994,28,719.539543,25,47,21-02-2026
NOLSM23551281283,3,Oxidation,dry,884.899093,O2,34.96537,0.223021,31,719.999301,25,48,21-02-2026
NOLSM12885524,3,Oxidation,dry,878.773843,O2,32.574866,0.221053,30,717.640851,25,49,21-02-2026
NOLSM3998807843,3,Oxidation,dry,889.253364,O2,37.934579,0.220947,27,718.046445,25,50,21-02-2026
NOLSM318425884,3,Oxidation,dry,880.553051,O2,33.810991,0.221021,27,717.664211,25,51,21-02-2026
NOLSM46667408865,3,Oxidation,dry,889.844307,O2,22.497801,0.221977,27,718.544878,25,52,21-02-2026
NOLSM442905717797,3,Oxidation,dry,875.932212,O2,22.538056,0.221973,24,719.006287,25,53,21-02-2026
NOLSM297328791,3,Oxidation,dry,888.854341,O2,22.463511,0.221973,23,718.62741,25,54,21-02-2026
NOLSM729547865504,2,Oxidation,wet,1063.304334,H2O,40.478884,0.211018,77,696.462472,5,1,21-02-2026
NOLSM04427855191,2,Oxidation,wet,980.257121,H2O,28.252217,0.22099,117,718.12871,5,2,21-02-2026
NOLSM71883334714,2,Oxidation,wet,1030.080011,H2O,25.437295,0.198016,128,703.143123,5,3,21-02-2026
NOLSM706237260,2,Oxidation,dry,1170.121119,O2,32.00344,0.208964,138,711.762382,5,4,21-02-2026
NOLSM52647785,2,Oxidation,dry,987.554856,O2,34.95425,0.21903,127,708.084038,5,5,21-02-2026
NOLSM12479148172,2,Oxidation,dry,1078.616209,O2,46.02058,0.186987,145,704.506318,5,6,21-02-2026
NOLSM36436284216,3,Oxidation,wet,979.140945,H2O,33.778966,0.221997,72,711.42429,5,7,21-02-2026
NOLSM64311696333,3,Oxidation,wet,1121.055152,H2O,34.798,0.197087,127,705.918997,5,8,21-02-2026
NOLSM1807596455,3,Oxidation,dry,922.418834,O2,34.205839,0.21197,53,720.735671,5,9,21-02-2026
NOLSM893430954354,3,Oxidation,wet,1202.67296,H2O,33.870391,0.196099,72,704.126047,5,10,21-02-2026
NOLSM1539278617,3,Oxidation,dry,1026.454865,O2,31.271307,0.204027,28,727.542738,5,11,21-02-2026
NOLSM4964134549,3,Oxidation,dry,1018.845233,O2,34.628518,0.216023,46,704.931103,5,12,21-02-2026
NOLSM0028194867,3,Oxidation,wet,1107.446982,H2O,33.905786,0.204993,130,704.28051,5,13,21-02-2026
NOLSM480097189,3,Oxidation,wet,1150.355113,H2O,39.053249,0.206065,145,710.911174,5,14,21-02-2026
